backend,points,total_common_table_init_sec,total_external_backend_init_sec,total_point_wall_sec,total_wall_with_common_init_sec,total_elapsed_sec,total_codec_init_sec,total_decode_sec,total_blocks,total_emitted_blocks
syndrome_lut,2,2.521543800015934,0.0,630.7593108000001,633.280854600016,630.7533895000815,62.19057789957151,3761.9083138969727,138600,102400
block_lut,2,2.521543800015934,0.0332971999887377,575.8718545000302,578.3933983000461,575.8326725000516,62.15974479995202,3554.6292556030676,138600,102400
ratio_syndrome_lut_over_block_lut,2,,,1.0953119272474656,1.0948964086749424,,,1.058312426807149,,
