profile,n,k,r,block_width,batch_size,lut_table_bytes,cache_level_fit,cache_level_ordinal,table_lookups_per_codeword,theoretical_ops,counter_mode,perf_available,perf_event_paranoid,typeperf_available,counter_events,l1_misses_per_bit,l2_misses_per_bit,llc_misses_per_bit,cycles_per_bit,notes,l1d_bytes,l2_bytes,l3_bytes
bch_511_484_r27,511,484,27,7,100000,37376,L2,2,73,2482,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,8,100,65536,L2,2,64,2240,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,8,1000,65536,L2,2,64,2240,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,8,100000,65536,L2,2,64,2240,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,9,100,116736,L2,2,57,2052,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,9,1000,116736,L2,2,57,2052,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,9,100000,116736,L2,2,57,2052,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,10,100,212992,L2,2,52,1924,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,10,1000,212992,L2,2,52,1924,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,10,100000,212992,L2,2,52,1924,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,11,100,385024,L2,2,47,1786,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,11,1000,385024,L2,2,47,1786,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,11,100000,385024,L2,2,47,1786,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,12,100,704512,L2,2,43,1677,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,12,1000,704512,L2,2,43,1677,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,12,100000,704512,L2,2,43,1677,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,13,100,1310720,L3,3,40,1600,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,13,1000,1310720,L3,3,40,1600,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,13,100000,1310720,L3,3,40,1600,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,14,100,2424832,L3,3,37,1517,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,14,1000,2424832,L3,3,37,1517,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,14,100000,2424832,L3,3,37,1517,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,15,100,4587520,L3,3,35,1470,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,15,1000,4587520,L3,3,35,1470,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,15,100000,4587520,L3,3,35,1470,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,16,100,8388608,L3,3,32,1376,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,16,1000,8388608,L3,3,32,1376,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,16,100000,8388608,L3,3,32,1376,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,17,100,16252928,L3,3,31,1364,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_511_484_r27,511,484,27,17,1000,16252928,L3,3,31,1364,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
