backend,points,total_common_table_init_sec,total_external_backend_init_sec,total_point_wall_sec,total_wall_with_common_init_sec,total_elapsed_sec,total_codec_init_sec,total_decode_sec,total_blocks,total_emitted_blocks
syndrome_lut,4,2.1506512999767438,0.0,1223.6342593000736,1225.7849106000504,1223.6282514000777,76.8580323997885,6110.206089695683,559056,466944
block_lut,4,2.1506512999767438,0.021171799744479358,1113.6522513995878,1115.8029026995646,1113.609684200026,76.8824421018362,5487.470920306281,559056,466944
ratio_syndrome_lut_over_block_lut,4,,,1.098757945096654,1.0985675943613304,,,1.113483092381407,,
