profile,task,measurement_mode,block_width,batch_size,input_width,output_width,lut_table_bytes,cache_level_fit,theoretical_ops,theoretical_continuous_ops,predicted_l1_w,predicted_l2_w,predicted_l3_w,backend,processed_bits,packed_word_bits,build_init_s,kernel_build_s,exactness_elapsed_s,timing_elapsed_s,elapsed_s,throughput_Mbit_s,throughput_Mcodeword_s,ns_per_bit,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,samples_s,warmups,repeats,correctness_passed,timed,skip_reason,affinity_status,frequency_lock_status,cache_flush_bytes,measurement_order,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes
bch_255_239_r16,syndrome,natural,9,1000,255,16,29696,L1,725,708.3333333333333,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.0022055000299587846,0.0068774999817833304,0.01931000000331551,0.02895380009431392,587.5577002873636,2.3041478442641705,1.7019605044932926,0.0004339999286457896,0.00041480001527816057,0.00044819992035627365,8.21905568923816e-06,0.01896325919783962,0.000448199920356;0.000433400040492;0.000433999928646;0.000426600105129;0.000431399908848;0.000443700002506;0.000437900074758;0.000439699972048;0.000431000022218;0.000436499947682;0.000434200046584;0.000428500003181;0.000438099959865;0.000423299963586;0.000414800015278,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,9,1000,255,16,29696,L1,725,708.3333333333333,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.002074299962259829,0.006304000038653612,0.6373827999923378,0.6521291000535712,19.228014180936317,0.07540397718014244,52.007450722157955,0.013261899934150279,0.012547200080007315,0.020976200001314282,0.0027738339122334145,0.1906962904054176,0.0132463999325;0.0131863999413;0.01254720008;0.0126393999672;0.0143259000033;0.0130239999853;0.0203161999816;0.0209762000013;0.0176832999568;0.013288600021;0.0135224999394;0.0143474000506;0.0132618999342;0.0130458000349;0.0127760999603,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,33554432,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,10,1000,255,16,53248,L2,676,663.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.0021333999466151,0.006882900022901595,0.020701600005850196,0.03024430002551526,548.8591803119309,2.152388942399729,1.8219609617018233,0.0004646000452339649,0.0004314000252634287,0.000910900067538023,0.00015042920747747362,0.2817870672859574,0.000496599939652;0.000464600045234;0.00068029994145;0.000518699991517;0.000463300035335;0.000475400011055;0.000467199948616;0.000453000073321;0.000464099925011;0.00044670002535;0.000910900067538;0.000834399950691;0.000461100018583;0.000439899973571;0.000431400025263,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,10,1000,255,16,53248,L2,676,663.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.0021489999489858747,0.006781200063414872,0.5871188000310212,0.6023033999372274,19.936671639502986,0.07818302603726661,50.15882380379766,0.012790500069968402,0.012408499955199659,0.013373499969020486,0.00026089981650318487,0.020416400160363255,0.012543000048;0.012935900013;0.01279050007;0.0130126000149;0.0128709999844;0.0124084999552;0.0124680999434;0.0130095999921;0.0129693000345;0.0127534000203;0.013373499969;0.0128290000139;0.0126004999038;0.0125860000262;0.0125330999726,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,33554432,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,11,1000,255,16,98304,L2,648,625.909090909091,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.002350799972191453,0.006404499989002943,0.02453379996586591,0.03382010001223534,471.17512587674474,1.8477455916735088,2.122353123245286,0.0005412000464275479,0.0004483000375330448,0.00081769993994385,0.00010203210252766701,0.17787196575320915,0.000817699939944;0.000623099971563;0.000646700034849;0.000571700045839;0.000590499956161;0.000557499937713;0.000541200046428;0.000515899970196;0.000756900059059;0.000525299925357;0.000506600015797;0.000514500075951;0.000469399965368;0.000519099994563;0.000448300037533,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,11,1000,255,16,98304,L2,648,625.909090909091,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.0022681000409647822,0.006340399966575205,0.5822300999425352,0.5969557000789791,19.951334394698303,0.07824052703803255,50.121960778008486,0.012781099998392165,0.01242030004505068,0.013672399916686118,0.0003043206415653896,0.02376351492427691,0.0125603999477;0.0127865000395;0.0126152000157;0.0128796999343;0.0127810999984;0.0126308000181;0.0126147000119;0.0136723999167;0.0128131000092;0.0126178000355;0.0129381000297;0.0128276000032;0.0124203000451;0.0127218000125;0.0132136999164,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,33554432,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,12,1000,255,16,180224,L2,616,595.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.002100900048390031,0.006632499978877604,0.018495899974368513,0.02771220006980002,594.960330504345,2.333177766683706,1.6807843291876363,0.00042860000394284725,0.00036529998760670424,0.00045329995919018984,2.6261760711001056e-05,0.06227593159630161,0.000365299987607;0.000383300008252;0.000409799977206;0.000384800019674;0.000414100009948;0.000428600003943;0.000416600028984;0.000439100083895;0.000425899983384;0.000447300029919;0.00045329995919;0.000447000027634;0.000439199968241;0.000440999981947;0.000430200016126,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,12,1000,255,16,180224,L2,616,595.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.002491299994289875,0.006443499936722219,0.57955910009332,0.5949191000545397,20.181075789575573,0.07914147368461008,49.5513723067501,0.012635599938221276,0.012443399988114834,0.015139600029215217,0.0007183976943953399,0.055396728003784076,0.0126119999913;0.0125248000259;0.0136715000262;0.0128293999005;0.0151396000292;0.0130289000226;0.0126355999382;0.0137303000083;0.0127385000233;0.012888600002;0.012627899996;0.0124433999881;0.0125924999593;0.012492800015;0.0125677000033,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,33554432,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,13,1000,255,16,327680,L2,580,568.8461538461539,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.00216599996201694,0.006340299965813756,0.019527300028130412,0.028512299992144108,599.0134152351756,2.3490722166085316,1.6694116935718293,0.0004256999818608165,0.0003875000402331352,0.0004765999037772417,1.954054007729717e-05,0.04578454873855899,0.000387500040233;0.000476599903777;0.000430000014603;0.000444800010882;0.000446500023827;0.000431100022979;0.000424099969678;0.000425899983384;0.000425699981861;0.000426499987952;0.000420500058681;0.000415700022131;0.000419999938458;0.00041149999015;0.000415500020608,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,13,1000,255,16,327680,L2,580,568.8461538461539,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.013405099976808,0.002659299992956221,0.007681300048716366,0.5766125000081956,0.5929163999389857,20.160015117572453,0.07905888281400962,49.60313740679447,0.012648800038732588,0.012408999959006906,0.013740799971856177,0.0004444605757174568,0.03452278283426081,0.0127427999396;0.0127167999744;0.0125543000177;0.0124502000399;0.0125586999347;0.0134456000524;0.012408999959;0.0133541000541;0.0124911000021;0.0135110000847;0.0126473999117;0.0132043000776;0.0126488000387;0.0137407999719;0.0126412999816,30,15,True,True,,psutil cpu_affinity set to 6,cpupower/intel_pstate unavailable on Windows,33554432,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
