preset,code_profile,n,r,backend,block_width,batch_size,density,lut_bytes,fits_l1,fits_l2,fits_l3,latency_per_word_us,throughput_Mword_s,mean,std,repeats,correctness_passed
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,4,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,4,64,0.05,2032,True,True,True,2.1843749588394226,0.45779686127298796,2.1843749588394226e-06,2.5816493162372844e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,6,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,6,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,6,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,6,64,0.05,5392,True,True,True,1.4677085952522855,0.6813341580438925,1.4677085952522855e-06,5.0227730169311134e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,8,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,8,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,8,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,8,64,0.05,16128,True,True,True,1.2140623463589388,0.8236809279186301,1.2140623463589388e-06,4.6875357223483146e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,10,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,10,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,10,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,10,64,0.05,51264,False,True,True,1.2161456955557999,0.8222699004357225,1.2161456955557999e-06,2.478879405347421e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,12,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,12,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,12,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,12,64,0.05,172048,False,True,True,0.9005207175505348,1.110468621665978,9.005207175505348e-07,4.773056529878099e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,14,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,14,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,14,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,14,64,0.05,589840,False,True,True,0.8343749868799932,1.1985018915048427,8.343749868799932e-07,0.0,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,16,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,16,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,16,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,16,64,0.05,2031616,False,False,True,0.8229165662972567,1.2151900216318852,8.229165662972567e-07,5.0227730169311134e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,18,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,18,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,18,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,18,64,0.05,7340048,False,False,True,0.8817705747787841,1.134081844646355,8.817705747787841e-07,1.864081097759398e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,20,64,0.05,0,True,True,True,5.104687564501849,0.19589837524122536,5.104687564501849e-06,1.5158676473022137e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,20,64,0.05,0,True,True,True,6.370833337617417,0.15696533671590016,6.370833337617417e-06,1.6192994937258313e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,20,64,0.05,0,True,True,True,5.738541403843556,0.17426030930616285,5.738541403843556e-06,5.008643544182448e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,20,64,0.05,25231360,False,False,False,0.7468752301065251,1.338911721382663,7.468752301065251e-07,8.268035803501273e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,4,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,4,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,4,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,4,4096,0.05,2032,True,True,True,0.6751627618465742,1.4811243399517384,6.751627618465742e-07,5.858235193022199e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,6,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,6,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,6,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,6,4096,0.05,5392,True,True,True,0.5198160882476562,1.9237573107271153,5.198160882476562e-07,7.375977018070613e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,8,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,8,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,8,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,8,4096,0.05,16128,True,True,True,0.48374837054628494,2.067190425614716,4.837483705462849e-07,1.2134190601995346e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,10,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,10,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,10,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,10,4096,0.05,51264,False,True,True,0.49406738374576287,2.024015413481696,4.940673837457629e-07,1.702279790582168e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,12,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,12,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,12,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,12,4096,0.05,172048,False,True,True,0.5887532571099049,1.6985044038802253,5.887532571099049e-07,1.827898476749987e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,14,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,14,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,14,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,14,4096,0.05,589840,False,True,True,0.46720377611109143,2.1403936593231228,4.6720377611109143e-07,3.271369773230278e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,16,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,16,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,16,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,16,4096,0.05,2031616,False,False,True,0.4614908846178878,2.1668900369028856,4.614908846178878e-07,1.4514144698656096e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,18,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,18,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,18,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,18,4096,0.05,7340048,False,False,True,0.5235839874255058,1.909913259412421,5.235839874255058e-07,2.719410862068445e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,20,4096,0.05,0,True,True,True,5.551944984934683,0.18011705856479499,5.551944984934683e-06,9.780517767340508e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,20,4096,0.05,0,True,True,True,7.270222980082508,0.13754736309183344,7.270222980082508e-06,2.891248141446963e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,20,4096,0.05,0,True,True,True,5.491902669518822,0.18208625683594204,5.491902669518822e-06,1.0019711218817373e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,20,4096,0.05,25231360,False,False,False,0.6900065111873724,1.4492616863559542,6.900065111873724e-07,1.9566261747235934e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,4,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,4,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,4,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,4,1,0.5,2032,True,True,True,410.5666691126923,0.002435658019101205,0.0004105666691126923,2.180193151283597e-05,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,6,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,6,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,6,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,6,1,0.5,5392,True,True,True,88.59999555473526,0.011286682281854298,8.859999555473526e-05,1.8734810428871872e-06,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,8,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,8,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,8,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,8,1,0.5,16128,True,True,True,65.79999656726916,0.015197569181902194,6.579999656726916e-05,4.582547091065787e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,10,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,10,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,10,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,10,1,0.5,51264,False,True,True,53.96667014186581,0.018529955570192356,5.396667014186581e-05,6.101090598398558e-06,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,12,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,12,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,12,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,12,1,0.5,172048,False,True,True,43.33333345130086,0.023076923014100137,4.333333345130086e-05,2.3092506489742003e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,14,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,14,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,14,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,14,1,0.5,589840,False,True,True,45.56666438778242,0.02194586795929977,4.556666438778242e-05,7.736502107361961e-06,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,16,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,16,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,16,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,16,1,0.5,2031616,False,False,True,32.166659366339445,0.031088089957095215,3.2166659366339445e-05,5.776907275063956e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,18,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,18,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,18,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,18,1,0.5,7340048,False,False,True,31.6666749616464,0.03157893909642127,3.16666749616464e-05,2.0816818502980844e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,20,1,0.5,0,True,True,True,19.366678316146135,0.051635080816429584,1.9366678316146135e-05,5.507753408611463e-07,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,20,1,0.5,0,True,True,True,40.43335017437736,0.024732058948548387,4.043335017437736e-05,2.4007126240752777e-06,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,20,1,0.5,0,True,True,True,19.533326849341393,0.0511945562429227,1.9533326849341393e-05,5.50733065665576e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,20,1,0.5,25231360,False,False,False,27.933332603424788,0.035799523608486095,2.7933332603424788e-05,1.5274733888663843e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,4,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,4,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,4,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,4,64,0.5,2032,True,True,True,2.640104260838901,0.37877292000666934,2.640104260838901e-06,3.560355139085939e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,6,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,6,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,6,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,6,64,0.5,5392,True,True,True,1.4968748776785408,0.6680585097071511,1.4968748776785408e-06,3.580124829177727e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,8,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,8,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,8,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,8,64,0.5,16128,True,True,True,1.2015622511777717,0.8322498472466155,1.2015622511777717e-06,2.0312374829732405e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,10,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,10,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,10,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,10,64,0.5,51264,False,True,True,1.0963540262309834,0.9121141310875405,1.0963540262309834e-06,9.018542308623955e-10,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,12,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,12,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,12,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,12,64,0.5,172048,False,True,True,1.006770920260654,0.993274616772899,1.006770920260654e-06,1.1933782519184591e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,14,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,14,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,14,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,14,64,0.5,589840,False,True,True,0.9062499278419031,1.1034483637216375,9.062499278419031e-07,8.26837956971469e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,16,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,16,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,16,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,16,64,0.5,2031616,False,False,True,0.8187498679035343,1.2213742428570635,8.187498679035343e-07,8.268035803501273e-09,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,18,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,18,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,18,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,18,64,0.5,7340048,False,False,True,0.833854149580778,1.1992504930301686,8.33854149580778e-07,1.2223851995442533e-07,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,20,64,0.5,0,True,True,True,5.313020968363465,0.18821683670260828,5.313020968363465e-06,2.166946567594125e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,20,64,0.5,0,True,True,True,8.754687466231795,0.11422452301777272,8.754687466231795e-06,1.2572986138715653e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,20,64,0.5,0,True,True,True,5.5031250667525455,0.18171493249200513,5.5031250667525455e-06,7.506477667365684e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,20,64,0.5,25231360,False,False,False,0.7505207880361316,1.3324081303819366,7.505207880361316e-07,1.1727960957526125e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,4,4096,0.5,0,True,True,True,5.630997719663355,0.17758842212065115,5.630997719663355e-06,4.3075265480453005e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,4,4096,0.5,0,True,True,True,9.898055012058649,0.10102994970039218,9.898055012058649e-06,4.297854985388919e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,4,4096,0.5,0,True,True,True,5.652823891940291,0.17690273376918472,5.652823891940291e-06,1.527895804767747e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,4,4096,0.5,2032,True,True,True,0.6069742823910929,1.6475162605911995,6.069742823910929e-07,5.643245036708868e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,6,4096,0.5,0,True,True,True,5.630997719663355,0.17758842212065115,5.630997719663355e-06,4.3075265480453005e-08,3,True
lightweight,bch_255_239_r16,255,16,SparseXor.apply_many,6,4096,0.5,0,True,True,True,9.898055012058649,0.10102994970039218,9.898055012058649e-06,4.297854985388919e-07,3,True
lightweight,bch_255_239_r16,255,16,PackedBatch.apply_many,6,4096,0.5,0,True,True,True,5.652823891940291,0.17690273376918472,5.652823891940291e-06,1.527895804767747e-08,3,True
lightweight,bch_255_239_r16,255,16,PackedBlockLUT.apply_many_packed,6,4096,0.5,5392,True,True,True,0.488142902099753,2.0485804376105583,4.88142902099753e-07,3.5045826291009504e-08,3,True
lightweight,bch_255_239_r16,255,16,Naive.apply_many,8,4096,0.5,0,True,True,True,5.630997719663355,0.17758842212065115,5.630997719663355e-06,4.3075265480453005e-08,3,True
