backend,points,total_common_table_init_sec,total_external_backend_init_sec,total_point_wall_sec,total_wall_with_common_init_sec,total_elapsed_sec,total_codec_init_sec,total_decode_sec,total_blocks,total_emitted_blocks
syndrome_lut,5,2.3983079999452457,0.0,506.53347509982996,508.9317830997752,506.5217551999958,113.33296159980819,2584.897878197604,115920,96600
block_lut,5,2.3983079999452457,0.0567007998470217,480.99646019982174,483.394768199767,480.92726260004565,110.40301110013388,2431.3660597027047,115920,96600
ratio_syndrome_lut_over_block_lut,5,,,1.0530918977852755,1.0528284883907864,,,1.0631463196922606,,
