profile,task,measurement_mode,block_width,batch_size,input_width,output_width,lut_table_bytes,cache_level_fit,theoretical_ops,theoretical_continuous_ops,predicted_l1_w,predicted_l2_w,predicted_l3_w,backend,processed_bits,packed_word_bits,build_init_s,kernel_build_s,exactness_elapsed_s,timing_elapsed_s,elapsed_s,throughput_Mbit_s,throughput_Mcodeword_s,ns_per_bit,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,samples_s,warmups,repeats,correctness_passed,timed,skip_reason,affinity_status,frequency_lock_status,cache_flush_bytes,measurement_order,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes,round_index,probe_iterations,probe_before_ns_per_iter,probe_after_ns_per_iter,probe_ns_per_iter,throughput_norm_Mbit_s,normalization_note,normalization_reference_probe_ns_per_iter
bch_255_239_r16,syndrome,natural,6,1000,255,16,5504,L1,946,935.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.002487099962309,0.0077990000136196,0.0207341000204905,0.0315502999583259,425.780583456701,1.669727778261573,2.348627529892267,0.0005989000201225,0.0005859000375494,0.0006081000901758,9.757483470605388e-06,0.016358990452605,0.000602499931119;0.000608100090176;0.000586899928749;0.000598900020123;0.000585900037549,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,416.37994134888976,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,6,1000,255,24,8256,L1,1290,1275.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0027280999347567,0.011332600028254,0.0186115999240428,0.0332005999516695,467.1185491395736,1.8318374476061712,2.140784179609196,0.0005458999658003,0.0005339999916031,0.0005508000031113,7.94273093548598e-06,0.0146269586301931,0.000550800003111;0.000533999991603;0.00054929999169;0.0005458999658;0.000535099999979,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,456.8052223393445,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,7,1000,255,16,9472,L1,851,837.8571428571429,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0022705000592395,0.007044699974358,0.0170177000109106,0.0268249999498948,502.3640430241287,1.9700550706828572,1.990588327102801,0.0005076000234112,0.0004992999602109,0.0005139000713825,5.287563630906955e-06,0.0104282969273391,0.000508699915372;0.000513900071383;0.000499299960211;0.000507600023411;0.000505700008944,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,491.27254482108015,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,7,1000,255,24,14208,L1,1147,1129.2857142857144,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0024335000198334,0.0103495999937877,0.0182821999769657,0.0315581000177189,502.3640430241287,1.9700550706828572,1.990588327102801,0.0005076000234112,0.0005000999663025,0.0006415999960154,6.0459458749231424e-05,0.1132793549135195,0.000507200020365;0.000500099966303;0.000507600023411;0.000641599996015;0.000512100057676,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,491.27254482108015,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,8,1000,255,16,16384,L1,768,765.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0022767999907955,0.0068135000765323,0.0157442999770864,0.0253374999156221,565.284931365017,2.216803652411831,1.769019382110998,0.0004510999424383,0.0004487000405788,0.0004652000498026,6.743402144895609e-06,0.0148487293883968,0.000455800094642;0.000451099942438;0.000448700040579;0.000449899933301;0.000465200049803,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,552.8042276054441,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,8,1000,255,24,24576,L1,1024,1020.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0023672999814152,0.0106611000373959,0.0173276999266818,0.0308390000136569,487.1060993989099,1.910219997642784,2.052940830003981,0.000523499911651,0.0004854999715462,0.0006965000648051,8.655620464347749e-05,0.1579492770840643,0.000485499971546;0.000489700003527;0.000696500064805;0.000523499911651;0.00054480007384,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,476.3514753345489,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,9,1000,255,16,29696,L1,725,708.3333333333333,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0023481999523937,0.0078542999690398,0.0158790999557822,0.0265915000345557,537.1813712336689,2.1065936126810545,1.8615686499020632,0.000474700005725,0.0004688999615609,0.0007557999342679,0.0001261369552923,0.2378685844288746,0.000480100046843;0.000474700005725;0.00047190010082;0.000468899961561;0.000755799934268,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,525.3211549294077,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,9,1000,255,24,44544,L2,957,935.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0024529999354854,0.0096893000882118,0.0185181000269949,0.0311743000056594,495.6268611372138,1.9436347495577009,2.017646900140772,0.0005144999595358,0.0004938999190926,0.000521200010553,1.037895774599612e-05,0.0203381364549541,0.000521200010553;0.00050750002265;0.000514499959536;0.000514500075951;0.000493899919093,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,484.6841105243441,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,10,1000,255,16,53248,L2,676,663.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.003038499969989,0.0072358000325039,0.0173428000416606,0.0281298999907448,580.6011348798302,2.2768671956071764,1.722352816631981,0.0004391999682411,0.0004256999818608,0.0004508999409154,1.1584773970330776e-05,0.0263998319823118,0.000439199968241;0.000450899940915;0.000449600047432;0.000428700004704;0.000425699981861,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,567.7822706843721,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,10,1000,255,24,79872,L2,884,867.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0044578000670298,0.0126634000334888,0.0272693999577313,0.0448643000563606,507.2608057505975,1.989258061767049,1.971372494510576,0.0005026999861001,0.0004717999836429,0.000511800055392,1.8046173097101763e-05,0.0364304204920705,0.000511800055392;0.0005026999861;0.000509800040163;0.000480699934997;0.000471799983643,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,496.06119384845846,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,11,1000,255,16,98304,L2,648,625.909090909091,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.002271799952723,0.0064651001011952,0.0157405000645667,0.02496870001778,566.4148612752053,2.2212347500988447,1.7654904000022833,0.0004502000520005,0.0004279999993741,0.0004960999358445,2.5024297294389244e-05,0.0549646314994185,0.000496099935845;0.000447000027634;0.000450200052001;0.000427999999374;0.000455099972896,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,553.9092102373739,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,11,1000,255,24,147456,L2,840,811.3636363636364,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0023282999172806,0.0097867000149562,0.0182086999993771,0.0308068000013008,513.3884247858962,2.0132879403368475,1.94784290358132,0.0004966999404132,0.0004857999738305,0.0005032999906688,6.409765219944492e-06,0.0129385652306019,0.000485799973831;0.000497600063682;0.000503299990669;0.000496699940413;0.000493600033224,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,502.0535235921315,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,12,1000,255,16,180224,L2,616,595.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0024121000897139,0.0074734999798238,0.0173822999931871,0.0277977000223472,529.1554877812214,2.075119559926358,1.8898037024864964,0.000481899944134,0.0004789000377058,0.0004875001031905,3.7171542926467935e-06,0.0076962903245046,0.000481899944134;0.000478900037706;0.000480399932712;0.000487500103191;0.000486199976876,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,517.4724718023552,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,12,1000,255,24,270336,L2,792,765.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0025160999502986,0.0092199000064283,0.0155363000230863,0.027972099953331,523.9367374574864,2.0546538723823,1.908627375229901,0.0004866999806836,0.0004801000468432,0.0004959000507369,5.798285122971746e-06,0.0119061294631336,0.000480100046843;0.000486699980684;0.000495900050737;0.00048439996317;0.000487899989821,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,512.3689442152823,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,13,1000,255,16,327680,L2,580,568.8461538461539,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0031023999908939,0.0069320999318733,0.0158546000020578,0.0268441999796777,592.7475370556288,2.3245001453161915,1.6870588867687712,0.000430200016126,0.0004255999810993,0.0004397999728098,6.1944999794931135e-06,0.0143351388648495,0.000437399954535;0.00043979997281;0.000427599996328;0.000425599981099;0.000430200016126,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,579.660497221852,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,13,1000,255,24,491520,L2,740,725.7692307692308,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0023152000503614,0.0102119999937713,0.0157698999391868,0.0287775000324472,576.0108492033689,2.258866075307329,1.7360784113407135,0.0004426999948918,0.000437399954535,0.0004504000535234,5.056717255955044e-06,0.011401842716441,0.000450400053523;0.000442699994892;0.000437399954535;0.000446400023066;0.000440599978901,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,563.2933321207048,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,14,1000,255,16,622592,L2,570,546.4285714285714,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.002253400045447,0.0069036999484524,0.0154498000629246,0.0250884999986737,637.8188815743498,2.5012505159778424,1.5678432057885563,0.000399800017476,0.0003990000113844,0.0004118999931961,6.047710335409812e-06,0.0149769943410658,0.000399000011384;0.000411899993196;0.00040869996883;0.000399600015953;0.000399800017476,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,623.7367292446049,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,14,1000,255,24,933888,L2,722,692.1428571428572,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0027423000428825,0.0097340999636799,0.0154434000141918,0.0284340999787673,569.4507527637595,2.233140206916704,1.756078107099907,0.0004477999173104,0.000431100022979,0.0005135999526828,3.369824323804236e-05,0.0733431480237267,0.000435500056483;0.000431100022979;0.00044779991731;0.000469300081022;0.000513599952683,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,556.8780734713038,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,15,1000,255,16,1114112,L3,527,527.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0027892000507563,0.0075760999461635,0.0194488000124692,0.0303351000184193,496.882355854362,1.9485582582524,2.0125488221060994,0.000513199949637,0.0005121000576764,0.0009150999831035,0.0001797071195886,0.3027207037489817,0.000512200058438;0.000515599967912;0.000513199949637;0.000512100057676;0.000915099983104,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,485.91188566722633,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,15,1000,255,24,1671168,L3,663,663.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0031010000966489,0.0108747999183833,0.026892099995166,0.0414618001086637,341.86889454915945,1.3406623315653312,2.925097942352295,0.0007458999752998,0.0007341998862102,0.0007820000173524,1.886448891912884e-05,0.0250610959958017,0.00073419988621;0.000782000017352;0.0007458999753;0.000741600058973;0.000759999966249,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,334.3209056311149,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,16,1000,255,16,2097152,L3,512,510.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0062199999811127,0.0075523999985307,0.0170973000349476,0.0317215999821201,526.533181484602,2.0648360058219684,1.8992155388581984,0.0004842999624088,0.0004769000224769,0.000513199949637,1.4684899112290146e-05,0.0299679583151074,0.000495300046168;0.000513199949637;0.000480400049128;0.000484299962409;0.000476900022477,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,514.9080623755074,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,16,1000,255,24,3145728,L3,640,637.5,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0047489999560639,0.0111073999432846,0.0172376000555232,0.0336557000409811,509.28702783086646,1.99720403070928,1.9635292975341567,0.0005006999708712,0.0004823999479413,0.0005676000146195,3.489496159179389e-05,0.0687802296667887,0.00056760001462;0.000500699970871;0.000482399947941;0.00048400007654;0.00050199998077,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,498.04267976802026,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,17,1000,255,16,3932160,L3,495,495.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0043810000643134,0.0077476999722421,0.0183053999207913,0.030974099994637,499.0215919603705,1.9569474194524328,2.0039213054320397,0.0005109999328851,0.0005050000036135,0.0005955999949947,3.841526156662711e-05,0.072484363006852,0.000595599994995;0.000532899983227;0.000505000003614;0.000505400006659;0.000510999932885,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,488.00389042028434,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,17,1000,255,24,5898240,L3,615,615.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0056087999837473,0.0107176000019535,0.0175356999970972,0.0343709998996928,553.9866555992419,2.172496688624478,1.8050976316718492,0.0004602998960763,0.0004449000116437,0.0004671000642701,8.631467905070513e-06,0.0188427086714429,0.000463300035335;0.000460299896076;0.00046710006427;0.000454799970612;0.000444900011644,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,541.7554020284191,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,18,1000,255,16,7864320,L3,510,481.6666666666666,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.005008100066334,0.0075836000032722,0.0178622000385075,0.0309581001056358,525.2316247163951,2.0597318616329217,1.903921913574724,0.0004855000879615,0.000479600043036,0.0004918000195175,5.688276373838095e-06,0.0117047535270114,0.000481300055981;0.000491699902341;0.000491800019518;0.000485500087962;0.000479600043036,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,513.6352421674826,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,18,1000,255,24,11796480,L3,630,595.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.012634800048545,0.0108610000461339,0.0178552001016214,0.0418870000867173,516.6127288855095,2.025932270139253,1.9356859482678712,0.0004935999168083,0.000484500080347,0.0005064000142738,9.455512561314832e-06,0.0190336010998617,0.000506400014274;0.000493100029416;0.000506300013512;0.000493599916808;0.000484500080347,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,505.20663954915466,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,19,1000,255,16,14680064,L3,490,469.7368421052631,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0126696000806987,0.0069248999934643,0.0166599000804126,0.0368899999884888,522.3269236451874,2.048340877039951,1.914509772962215,0.0004881999921053,0.0004676000680774,0.0004988999571651,1.2474631520386428e-05,0.0256268363595914,0.000496300053783;0.000488199992105;0.000498899957165;0.000482899951749;0.000467600068077,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,510.7946728492518,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,19,1000,255,24,22020096,DRAM,602,577.1052631578947,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0194965000264346,0.0120098000625148,0.0208791000768542,0.052906599943526,570.725123316075,2.2381377384944123,1.7521569651423716,0.0004468000261113,0.0004431999986991,0.0004563999827951,5.394898610051973e-06,0.0120529457161342,0.000443199998699;0.000446800026111;0.000443299999461;0.000456399982795;0.000448300037533,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,558.1243076972095,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,20,1000,255,16,27262976,DRAM,468,459.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0208183999639004,0.0086084000067785,0.0152594000101089,0.0451785000041127,616.3886771707785,2.417210498708936,1.6223529682439917,0.0004137000069022,0.0004021999193355,0.0004281000001356,9.67514527174782e-06,0.0233158494484248,0.000419700052589;0.000413700006902;0.000402199919336;0.00041110010352;0.000428100000136,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,602.779673898841,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,20,1000,255,24,40894464,DRAM,572,561.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0333057000534608,0.0095717000076547,0.0155833000317215,0.0589802000904455,523.9367374574864,2.0546538723823,1.908627375229901,0.0004866999806836,0.0004787000361829,0.000501099973917,9.8646654264401e-06,0.0201327927288021,0.000483899959363;0.000478700036183;0.000499499961734;0.000501099973917;0.000486699980684,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,512.3689442152823,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,21,1000,255,16,54525952,DRAM,481,449.2857142857143,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0657211999641731,0.0361371000763028,0.008052899967879,0.017630000016652,0.062388899968937,529.3751928175823,2.075981148304244,1.8890193827888544,0.0004816999426111,0.0004720999859273,0.0004860000917688,6.430645666449818e-06,0.013404439278524,0.000473799998872;0.000472099985927;0.0004850999685;0.000481699942611;0.000486000091769,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,517.6873260575948,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,21,1000,255,24,81788928,DRAM,585,546.4285714285714,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0858411999652162,0.0694868999999016,0.0109977000392973,0.0174442999996244,0.0987345000030472,522.2199543827402,2.047921389736236,1.914901932811036,0.0004882999928668,0.0004845999646931,0.0005031999899074,7.295346981348815e-06,0.0148648012404219,0.000486999982968;0.000488299992867;0.000490800011903;0.000503199989907;0.000484599964693,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,2,50000,103.9640000090003,100.31400015577674,102.13900008238852,510.69006531909554,throughput scaled by row_probe/reference_probe,104.44500017911196
