profile,task,measurement_mode,block_width,batch_size,input_width,output_width,lut_table_bytes,cache_level_fit,theoretical_ops,theoretical_continuous_ops,predicted_l1_w,predicted_l2_w,predicted_l3_w,backend,processed_bits,packed_word_bits,build_init_s,kernel_build_s,exactness_elapsed_s,timing_elapsed_s,elapsed_s,throughput_Mbit_s,throughput_Mcodeword_s,ns_per_bit,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,samples_s,warmups,repeats,correctness_passed,timed,skip_reason,affinity_status,frequency_lock_status,cache_flush_bytes,measurement_order,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes,round_index,probe_iterations,probe_before_ns_per_iter,probe_after_ns_per_iter,probe_ns_per_iter,throughput_norm_Mbit_s,normalization_note,normalization_reference_probe_ns_per_iter
bch_255_239_r16,syndrome,natural,12,1000,255,16,180224,L2,616,595.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0023279000306501,0.0066644999897107,0.0150633000303059,0.0245492000831291,563.5359700124392,2.209944980440937,1.7745096199944908,0.0004524999530985,0.0004410999827086,0.0004637000383809,8.98267000063525e-06,0.0199331391477143,0.000441099982709;0.000452600070275;0.000443299999461;0.000452499953099;0.000463700038381,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,549.5507605583941,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,12,1000,255,24,270336,L2,792,765.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0024362999247387,0.0099279000423848,0.0161487000295892,0.0290172999957576,525.1235884305794,2.059308189923841,1.9043136168928707,0.0004855999723076,0.000454599969089,0.0006895000115036,0.000102096128312,0.1875319204038946,0.000689500011504;0.000613700016402;0.000485599972308;0.000454599969089;0.000478700036183,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,512.0916547754849,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,13,1000,255,16,327680,L2,580,568.8461538461539,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0023615999380126,0.0073542000027373,0.0150715999770909,0.025313299964182,583.5239367872892,2.288329163871723,1.7137257564885944,0.0004370000679045,0.0004197999369353,0.0004864999791607,2.817380996154012e-05,0.062600122529438,0.000419799936935;0.000437000067905;0.000472699990496;0.000486499979161;0.00043429993093,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,569.0426881861769,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,13,1000,255,24,491520,L2,740,725.7692307692308,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0027369000017642,0.0098377000540494,0.0171191999688744,0.0302030999446287,567.6759592370079,2.2261802323019912,1.7615683449834,0.0004491999279707,0.0004407999804243,0.0004581999965012,6.88711493621042e-06,0.0152870345731261,0.000458199996501;0.000456000096165;0.000449199927971;0.000440799980424;0.000448400038294,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,553.5880081311002,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,14,1000,255,16,622592,L2,570,546.4285714285714,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0024891999782994,0.0069590000202879,0.0143780000507831,0.0243307000491768,611.3641331873793,2.397506404656389,1.6356864031039031,0.0004171000327914,0.0003992000129073,0.0004285000031813,1.0671307350751034e-05,0.0256595829208858,0.000399200012907;0.000419799936935;0.000428500003181;0.000417100032791;0.000414800015278,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,596.1919775304343,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,14,1000,255,24,933888,L2,722,692.1428571428572,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0026074999477714,0.0101395000237971,0.0152541999705135,0.0285212999442592,564.6589119087238,2.2143486741518577,1.7709806378857762,0.0004516000626608,0.0004451000131666,0.0004885999951511,2.2252418806664807e-05,0.0480095345690323,0.000445399899036;0.000451600062661;0.000445100013167;0.000488599995151;0.000486799981445,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,550.6458345306065,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,15,1000,255,16,1114112,L3,527,527.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0028015999123454,0.0070235000457614,0.0167352999560534,0.0270715000806376,543.246737992344,2.1303793646758584,1.840784177914554,0.0004693999653682,0.0004679999547079,0.0004796999273821,5.037139587924335e-06,0.0106637727938016,0.000469399965368;0.000467999954708;0.000469200080261;0.000475500011817;0.000479699927382,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,529.765044151431,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,15,1000,255,24,1671168,L3,663,663.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0031098000472411,0.0099323999602347,0.0165819999529048,0.0301360000157728,541.8614828185968,2.1249469914454773,1.845490096100405,0.0004705999745056,0.0004644999280571,0.0004853999707847,8.482328492200637e-06,0.0179977272546389,0.000485399970785;0.000470599974506;0.000464800046757;0.000464499928057;0.000471199979074,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,528.4141667011709,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,16,1000,255,16,2097152,L3,512,510.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0030226999660953,0.00791130005382,0.0155942999990656,0.0270924000069499,539.1120589686686,2.114164937132033,1.8549019324721077,0.0004729999927803,0.0004290000069886,0.0010527999838814,0.0002587790401449,0.4278188102406979,0.000467399950139;0.00060220004525;0.00105279998388;0.00047299999278;0.000429000006989,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,525.7329749969537,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,16,1000,255,24,3145728,L3,640,637.5,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0036974000977352,0.009611599962227,0.0154223999707028,0.0292459999909624,554.9510260027995,2.176278533344312,1.801960809411956,0.0004595000064,0.0004501000512391,0.0004681000718846,6.913989323245821e-06,0.0150848475121573,0.000450100051239;0.000460400013253;0.000468100071885;0.0004595000064;0.000453599961475,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,541.1788681488563,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,17,1000,255,16,3932160,L3,495,495.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.004300000029616,0.0066684000194072,0.016789799905382,0.0282751999329775,545.4544669137742,2.1390371251520555,1.83333359731763,0.0004675000673159,0.0004600000102072,0.0004844999639317,1.1105547827395258e-05,0.0235306967449621,0.000460000010207;0.000484499963932;0.000467500067316;0.000464799930342;0.000483000068925,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,531.9179841099078,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,17,1000,255,24,5898240,L3,615,615.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0051708000246435,0.0095595000311732,0.0164248999208211,0.0316749999765306,548.3870398365679,2.150537411123796,1.823529601097107,0.0004650000482797,0.0004613000201061,0.0004699000855907,3.2028421961503943e-06,0.0068854634447556,0.00046609994024;0.00046500004828;0.000463499920443;0.000469900085591;0.000461300020106,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,534.7777796968312,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,18,1000,255,16,7864320,L3,510,481.6666666666666,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0053910999558866,0.0102111999876797,0.01582780003082,0.0319394000107422,568.4352285799405,2.229157759137021,1.7592153858904744,0.000448599923402,0.0004363000625744,0.0004674999509006,1.1445620262713808e-05,0.025443758212226,0.000451800064184;0.000467499950901;0.000445000012405;0.000448599923402;0.000436300062574,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,554.3284347712455,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,18,1000,255,24,11796480,L3,630,595.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0070983000332489,0.0096328000072389,0.0166726999450474,0.0339718000032007,572.3905515603573,2.24466882964846,1.7470588871076995,0.0004455000162124,0.0004389000823721,0.0004649999318644,1.1325459792158748e-05,0.0250996397784062,0.000464999931864;0.000438900082372;0.000445500016212;0.00044530001469;0.000461400020868,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,558.1855989414299,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,19,1000,255,16,14680064,L3,490,469.7368421052631,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0075552000198513,0.0067977000726386,0.0165251001017168,0.0314024001127108,556.5255389506056,2.182453093923943,1.7968627313772838,0.0004581999965012,0.0004503999371081,0.000470699975267,7.608744764984525e-06,0.0165645157816686,0.000458199996501;0.000470699975267;0.000461900024675;0.000450399937108;0.000455500092357,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,542.7143065840581,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,19,1000,255,24,22020096,DRAM,602,577.1052631578947,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0155461999820545,0.009328500018455,0.0155649000080302,0.0409426999976858,565.9120480439205,2.219262933505571,1.767059039397567,0.0004506000550463,0.0004366000648587,0.0004589000018313,9.451070828209322e-06,0.0211074473249481,0.000436600064859;0.000439399969764;0.00045329995919;0.000458900001831;0.000450600055046,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,551.8678717257928,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,20,1000,255,16,27262976,DRAM,468,459.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0152374999597668,0.0068159999791532,0.0156334000639617,0.03832799999509,543.0153704826155,2.129472041108296,1.841568497612196,0.0004695999668911,0.0004630000330507,0.0005541000282391,3.837179617732252e-05,0.0783673636482237,0.000463000033051;0.000469599966891;0.000465499935672;0.000554100028239;0.000496000051498,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,529.5394184634434,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,20,1000,255,24,40894464,DRAM,572,561.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0305503000272437,0.0096122999675571,0.016181300044991,0.0568831999553367,602.2674101850492,2.36183298111784,1.660392017048948,0.0004233999643474,0.0004105000989511,0.0004487000405788,1.4411684885709055e-05,0.0339114407916317,0.000424799975008;0.000423399964347;0.000410500098951;0.000417500035837;0.000448700040579,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,587.3210068905138,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,21,1000,255,16,54525952,DRAM,481,449.2857142857143,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0325978000182658,0.0067686999682337,0.0155243999324738,0.0554054999956861,554.9510260027995,2.176278533344312,1.801960809411956,0.0004595000064,0.0004528000717982,0.0004673999501392,5.527803860700505e-06,0.0120007895478905,0.000464100041427;0.000459300004877;0.000452800071798;0.0004595000064;0.000467399950139,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,541.1788681488563,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,21,1000,255,24,81788928,DRAM,585,546.4285714285714,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0612647000234574,0.0100736999884247,0.0172749001067131,0.0891487000044435,553.5055163879766,2.170609868188144,1.806666727597807,0.0004607000155374,0.0004479999188333,0.0004665000597015,7.296424518122132e-06,0.0158555876712322,0.000465100049041;0.000447999918833;0.000460600014776;0.000460700015537;0.000466500059702,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,539.7692315852793,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,22,1000,255,16,100663296,DRAM,456,440.4545454545455,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.0633021999383345,0.007594900089316,0.0152186000486835,0.0866307999240234,545.4544669137742,2.1390371251520555,1.83333359731763,0.0004675000673159,0.0004450000124052,0.0004731999943032,1.1571817493017182e-05,0.0248813469852691,0.000445000012405;0.00046710006427;0.000467500067316;0.000473199994303;0.000472599989735,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,531.9179841099078,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,22,1000,255,24,150994944,DRAM,552,533.1818181818182,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.1222279000794515,0.0096146999858319,0.0151841000188142,0.1475799999898299,539.1119262817988,2.114164416791368,1.8549023890027811,0.0004730001091957,0.0004310999065637,0.0006646000547334,9.080976441041656e-05,0.1787171606704653,0.000431099906564;0.000472699990496;0.000473000109196;0.000664600054733;0.000499199959449,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,525.7328456029591,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,23,1000,255,16,201326592,DRAM,468,432.3913043478261,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.1196580999530851,0.0071652999613434,0.0161747999954968,0.1435257999692112,538.884199217813,2.11327136948162,1.8556862521697493,0.0004731999943032,0.0004662999417632,0.0007381000323221,0.0001170570578398,0.2168205157612062,0.000466299941763;0.000738100032322;0.000473199994303;0.000466300058179;0.000555499922484,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,525.5107700161774,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,23,1000,255,24,301989888,DRAM,564,521.0869565217391,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.250052300048992,0.0094417999498546,0.0166036000009626,0.2766357000218704,526.20721951857,2.0635577236022358,1.9003920184046612,0.0004845999646931,0.0004799000453203,0.0004910000134259,5.251961863281619e-06,0.0108212014926,0.000490500009619;0.000484599964693;0.00047990004532;0.000480699934997;0.000491000013426,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,513.1483935113581,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,24,1000,255,16,369098752,DRAM,440,425.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0682574999518692,0.2290466999402269,0.0063841000664979,0.0152757000178098,0.2512508999789133,584.9966351881446,2.2941044517182143,1.7094115416208904,0.0004358999431133,0.0004314000252634,0.0004564999835565,1.0863785034748923e-05,0.0246747184540976,0.000431500026025;0.000431400025263;0.000456499983557;0.000446100020781;0.000435899943113,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,570.4788387947091,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,24,1000,255,24,553648128,DRAM,528,510.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0843138999771326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30,5,False,False,lut_table_bytes>402653184,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,,4,50000,95.2659989707172,108.44000149518251,101.85300023294984,0.0,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,4,1000,255,16,2048,L1,1280,1275.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0667817000066861,0.0024550999514758,0.0070852999342605,0.0241359000792726,0.0341737000271678,383.8049060468503,1.5051172786150997,2.60549040474728,0.0006644000532105,0.0006607000250369,0.0014858999056741,0.0003645999877703,0.4370549610035023,0.000663299928419;0.000660700025037;0.000664400053211;0.00148589990567;0.000696800067089,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,5,50000,97.09400124847888,127.681999001652,112.38800012506545,412.99311364662873,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,4,1000,255,24,3072,L1,1792,1785.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0846967999823391,0.002564400085248,0.0096662999130785,0.0243195999646559,0.0370695000747218,380.4834485894847,1.492091955252881,2.6282352194482206,0.0006701999809592,0.0006629000417888,0.0006840999703854,8.082047214709329e-06,0.0120340188138334,0.000662900041789;0.000684099970385;0.000670199980959;0.000666900072247;0.000673900009133,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,5,50000,97.09400124847888,127.681999001652,112.38800012506545,409.4190606953754,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,5,1000,255,16,3264,L1,1071,1071.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0667817000066861,0.0023779000621289,0.0069698999868705,0.0221635999623686,0.0320369000546634,405.4698578840882,1.5900778740552477,2.4662745714771983,0.0006289000157266,0.0006194999441504,0.0006876999977976,2.785800901252965e-05,0.0435376641184768,0.000687699997798;0.000623099971563;0.000640099984594;0.000628900015727;0.00061949994415,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,5,50000,97.09400124847888,127.681999001652,112.38800012506545,436.3056762931649,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,5,1000,255,24,4896,L1,1479,1479.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0846967999823391,0.0025728999171406,0.0100569000933319,0.0224932000273838,0.0356517999898642,389.0160269465513,1.5255530468492204,2.5705881782022177,0.0006554999854415,0.000635499949567,0.0007367000216618,4.0239799931880425e-05,0.0602933787257777,0.000635499949567;0.000644900021143;0.000664399936795;0.000736700021662;0.000655499985442,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,5,50000,97.09400124847888,127.681999001652,112.38800012506545,418.60053817937774,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_239_r16,syndrome,natural,6,1000,255,16,5504,L1,946,935.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,0.0667817000066861,0.002411900088191,0.0069287999067455,0.019283500034362,0.0291512999683618,445.5704657344763,1.747335159743044,2.2443139231672475,0.0005723000504076,0.0005545000312849,0.0005845000268891,1.4541688345318584e-05,0.0255117335089806,0.000583300017752;0.000572300050408;0.000584500026889;0.000555399921723;0.000554500031285,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,5,50000,97.09400124847888,127.681999001652,112.38800012506545,479.4559191231318,throughput scaled by row_probe/reference_probe,104.44500017911196
bch_255_231_r24,syndrome,natural,6,1000,255,24,8256,L1,1290,1275.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.0846967999823391,0.0025173999601975,0.009751999983564,0.0203526000259444,0.033138999948278,467.8898435570536,1.834862131596289,2.137255197500481,0.0005450000753626,0.0005399000365287,0.001571699976921,0.0004546359257897,0.5984413840829078,0.000541200046428;0.000539900036529;0.00157169997692;0.000600699917413;0.000545000075363,30,5,True,True,,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement,5,50000,97.09400124847888,127.681999001652,112.38800012506545,503.4726765860407,throughput scaled by row_probe/reference_probe,104.44500017911196
