profile,task,mode,backend,round_index,batch_size,input_width,output_width,processed_bits,block_width,lut_table_bytes,stream_chunk_size,stream_chunk_plan,active_input_bytes,l1_fit_active_input,warmups,repeats,timed,correctness_passed,skip_reason,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,throughput_Mbit_s,throughput_Mcodeword_s,ns_per_bit,samples_s,elapsed_s,affinity_status,seed
bch_255_239_r16,syndrome,bulk,PackedBatchGF2Kernel.apply_many,2,10,255,16,2550,,,,,318.75,True,10,15,True,True,,7.609999738633633e-05,7.419998291879892e-05,8.449994493275881e-05,2.341902063987519e-06,0.03077400978213443,33.508542543759006,0.1314060491912118,29.843136229935816,7.62999989092e-05;7.63999996707e-05;7.63999996707e-05;7.60999973863e-05;7.65000004321e-05;7.5500109233e-05;7.52999912947e-05;7.56999943405e-05;7.65000004321e-05;7.62999989092e-05;8.44999449328e-05;7.55999935791e-05;7.54999928176e-05;7.41999829188e-05;7.48999882489e-05,0.0022546000545844436,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,bulk,PackedBlockLUTKernel.apply_many_packed,2,10,255,16,2550,14,622592,,,318.75,True,10,15,True,True,,4.9299909733235836e-05,4.849990364164114e-05,0.0007949999999254942,0.00019209950145020863,3.8965487460254633,51.72423263649308,0.2028401279862474,19.33329793460229,4.92000253871e-05;4.88000223413e-05;4.86000208184e-05;4.88000223413e-05;4.84999036416e-05;4.88000223413e-05;4.87000215799e-05;0.000139100011438;5.43999485672e-05;4.99000307173e-05;4.95000276715e-05;4.940002691e-05;4.92999097332e-05;0.000794999999925;5.630007945e-05,0.005275700008496642,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,stream_chunked,PackedBatchGF2Kernel.apply_many,2,10,255,16,2550,,,1000,10,318.75,True,10,15,True,True,,6.959994789212942e-05,6.820005364716053e-05,8.559995330870152e-05,4.221841690126742e-06,0.060658690386809336,36.637958464453995,0.14367826848805487,27.294097212599773,6.93999463692e-05;6.99000665918e-05;6.95999478921e-05;6.93000620231e-05;6.99999509379e-05;6.82000536472e-05;6.98999501765e-05;7.12999608368e-05;7.00000673532e-05;8.55999533087e-05;6.84000551701e-05;6.95999478921e-05;6.96000643075e-05;6.94999471307e-05;6.85000559315e-05,0.002123999991454184,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,stream_chunked,PackedBlockLUTKernel.apply_many_packed,2,10,255,16,2550,14,622592,1000,10,318.75,True,10,15,True,True,,4.199997056275606e-05,4.169996827840805e-05,4.329998046159744e-05,4.0508678175397167e-07,0.0096449301350984,60.71432826815457,0.23809540497315515,16.470576691276886,4.32999804616e-05;4.25000907853e-05;4.19999705628e-05;4.20999713242e-05;4.23999736086e-05;4.18000854552e-05;4.17999690399e-05;4.16999682784e-05;4.17999690399e-05;4.19000862166e-05;4.19999705628e-05;4.19999705628e-05;4.21999720857e-05;4.20000869781e-05;4.17999690399e-05,0.004116900032386184,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,bulk,PackedBatchGF2Kernel.apply_many,2,30,255,16,7650,,,,,956.25,True,10,15,True,True,,0.00021249998826533556,0.00021109997760504484,0.0002207999350503087,2.4443604980449714e-06,0.011502873567187448,36.000001987990316,0.14117647838427577,27.777776243834715,0.000216100015678;0.000213000108488;0.00022079993505;0.000212699989788;0.00021209998522;0.00021349999588;0.000212499988265;0.000213699997403;0.000212400103919;0.000211099977605;0.000211999984458;0.000214700005017;0.000211999984458;0.00021209998522;0.000211199978366,0.005849800072610378,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,bulk,PackedBlockLUTKernel.apply_many_packed,2,30,255,16,7650,14,622592,,,956.25,True,10,15,True,True,,5.8699981309473515e-05,5.819997750222683e-05,6.079999729990959e-05,6.419510757196382e-07,0.010936137651138137,130.3237212234917,0.5110734165627125,7.673200171173009,5.94001030549e-05;6.07999972999e-05;5.90999843553e-05;5.87999820709e-05;5.94999874011e-05;5.82999782637e-05;5.8599980548e-05;5.81999775022e-05;5.85000962019e-05;5.8599980548e-05;5.84999797866e-05;5.86999813095e-05;5.86999813095e-05;5.86999813095e-05;5.87000977248e-05,0.0046539000468328595,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,stream_chunked,PackedBatchGF2Kernel.apply_many,2,30,255,16,7650,,,1000,30,956.25,True,10,15,True,True,,0.00016960001084953547,0.00016759999562054873,0.00020100001711398363,1.0981838609181225e-05,0.06475140275152468,45.10612918997318,0.17688678113714973,22.169936058762804,0.000201000017114;0.000200400012545;0.000172900035977;0.000167599995621;0.00017170002684;0.000169400009327;0.000168900005519;0.000170100014657;0.00016999989748;0.000169700011611;0.000169200007804;0.000168800004758;0.00016960001085;0.000169300008565;0.000168800004758,0.005229200003668666,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,stream_chunked,PackedBlockLUTKernel.apply_many_packed,2,30,255,16,7650,14,622592,1000,30,956.25,True,10,15,True,True,,5.959998816251755e-05,5.8999983593821526e-05,6.810005288571119e-05,2.2420378664804907e-06,0.03761809247959732,128.3557301914212,0.5033558046722401,7.790848125819287,5.99999912083e-05;5.95999881625e-05;5.98999904469e-05;5.95999881625e-05;5.97999896854e-05;6.81000528857e-05;5.95999881625e-05;5.89999835938e-05;5.89999835938e-05;5.94999874011e-05;5.95999881625e-05;5.91999851167e-05;5.93999866396e-05;5.95001038164e-05;5.91999851167e-05,0.00471460004337132,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,bulk,PackedBatchGF2Kernel.apply_many,2,100,255,16,25500,,,,,3187.5,True,10,15,True,True,,0.0006900998996570706,0.0005471999756991863,0.0007037000032141805,5.640628584625283e-05,0.08173640638736891,36.95117187043737,0.14490655635465635,27.062741163022377,0.000555100035854;0.000547199975699;0.000571799930185;0.000690900022164;0.000703700003214;0.000687899999321;0.000695600057952;0.000693699927069;0.000689700013027;0.000695000053383;0.000689900014549;0.000690099899657;0.000698500080034;0.000696899951436;0.000689000007696,0.018239299999549985,psutil cpu_affinity set to 2,42
bch_255_239_r16,syndrome,bulk,PackedBlockLUTKernel.apply_many_packed,2,100,255,16,25500,14,622592,,,3187.5,True,10,15,True,True,,7.129996083676815e-05,6.81999372318387e-05,7.680000271648169e-05,2.1979458783223815e-06,0.03082674734358254,357.64395521028246,1.402525314550127,2.796076895559535,6.88000582159e-05;6.81999372318e-05;6.85000559315e-05;7.05999555066e-05;7.12999608368e-05;7.13000772521e-05;7.19999661669e-05;7.13999615982e-05;7.17000802979e-05;7.22000841051e-05;6.92999456078e-05;6.9500063546e-05;7.29999737814e-05;7.68000027165e-05;6.93999463692e-05,0.005870299995876849,psutil cpu_affinity set to 2,42
