preset,workload_type,code_profile,n,r,num_blocks,window_len,num_iterations_or_steps,num_syndrome_calls,num_candidate_tests,num_executed_candidate_tests,num_event_updates,backend_or_method,block_width,batch_size,density,total_runtime_s,latency_per_component_us,throughput_Mcomponent_s,mean,std,repeats,correctness_passed,notes
lightweight,ofec_like,bch_255_239_r16,255,16,8,4,1,8,2048,256,8,EventUpdate.integrated,8,64,0.05,0.001609666661048929,5.917892136209297,0.16897908528636169,0.001609666661048929,6.984156329802369e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,4,3,24,6144,768,24,Naive.apply_many,8,64,0.05,0.004279533342923969,5.244526155544079,0.19067499528873216,0.004279533342923969,0.00015675906863985546,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,4,3,24,6144,768,24,PackedBatch.apply_many,8,64,0.05,0.00443289999384433,5.432475482652365,0.1840781432319981,0.00443289999384433,8.031432452203676e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,4,3,24,6144,768,24,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0009591000077004234,1.175367656495617,0.8507976159404631,0.0009591000077004234,5.234585475093863e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,4,3,24,6144,768,24,EventUpdate.integrated,8,64,0.05,0.004242866668694963,5.199591505753631,0.1923228005302812,0.004242866668694963,7.130677431871342e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,1,8,2048,256,8,Naive.apply_many,8,64,0.05,0.001479333344226082,5.438725530242949,0.18386660522567866,0.001479333344226082,4.127475961160474e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,1,8,2048,256,8,PackedBatch.apply_many,8,64,0.05,0.0013824333436787128,5.082475528230562,0.1967545135132495,0.0013824333436787128,1.4885669849137e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,1,8,2048,256,8,PackedBlockLUT.apply_many_packed,8,64,0.05,0.00027246666528905433,1.0017156812097585,0.9982872573106906,0.00027246666528905433,1.102786031043001e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,1,8,2048,256,8,EventUpdate.integrated,8,64,0.05,0.001352399995084852,4.972058805459015,0.20112392856296502,0.001352399995084852,1.6117388718468453e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,3,24,6144,768,24,Naive.apply_many,8,64,0.05,0.004312533322566499,5.284967307066788,0.18921592923817165,0.004312533322566499,1.73960270305617e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,3,24,6144,768,24,PackedBatch.apply_many,8,64,0.05,0.004407866663920383,5.4017973822553715,0.1851235670713879,0.004407866663920383,4.7145134520528285e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,3,24,6144,768,24,PackedBlockLUT.apply_many_packed,8,64,0.05,0.000937666646980991,1.1491012830649399,0.8702453079964808,0.000937666646980991,0.00011872885961529745,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,8,8,3,24,6144,768,24,EventUpdate.integrated,8,64,0.05,0.004207000019960105,5.155637279362875,0.19396244262621565,0.004207000019960105,0.00011060905958815609,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,1,32,8192,256,32,Naive.apply_many,8,64,0.05,0.001730766671244055,5.408645847637672,0.18488916230978017,0.001730766671244055,0.00011776208341374652,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,1,32,8192,256,32,PackedBatch.apply_many,8,64,0.05,0.0016747000045143068,5.233437514107209,0.19107899870867068,0.0016747000045143068,0.00012239327428458142,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,1,32,8192,256,32,PackedBlockLUT.apply_many_packed,8,64,0.05,0.00028256668398777646,0.8830208874618014,1.1324760424121438,0.00028256668398777646,7.324184645802675e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,1,32,8192,256,32,EventUpdate.integrated,8,64,0.05,0.0016433333318370085,5.135416661990652,0.19472616650590685,0.0016433333318370085,7.056922970731771e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,3,96,24576,768,96,Naive.apply_many,8,64,0.05,0.0052599333187875645,5.47909720707038,0.18251181941243388,0.0052599333187875645,2.0928741006723057e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,3,96,24576,768,96,PackedBatch.apply_many,8,64,0.05,0.005327499995473772,5.5494791619518455,0.18019709072090345,0.005327499995473772,9.382295921795462e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,3,96,24576,768,96,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0007986333415222665,0.831909730752361,1.202053495750821,0.0007986333415222665,3.5004739897519143e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,4,3,96,24576,768,96,EventUpdate.integrated,8,64,0.05,0.004630300002948691,4.8232291697382195,0.20732997848706303,0.004630300002948691,0.00036209375836471176,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,1,32,8192,256,32,Naive.apply_many,8,64,0.05,0.0016214333203000326,5.0669791259376025,0.1973562501730177,0.0016214333203000326,2.3401142815104505e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,1,32,8192,256,32,PackedBatch.apply_many,8,64,0.05,0.0016513000009581447,5.160312502994202,0.1937867133860136,0.0016513000009581447,6.658671454739672e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,1,32,8192,256,32,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0004230333336939414,1.3219791677935668,0.7564415721232867,0.0004230333336939414,4.904555640843843e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,1,32,8192,256,32,EventUpdate.integrated,8,64,0.05,0.0014885333366692066,4.651666677091271,0.214976710374551,0.0014885333366692066,5.3752592583188685e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,3,96,24576,768,96,Naive.apply_many,8,64,0.05,0.005013866679898153,5.222777791560576,0.1914689921550727,0.005013866679898153,0.0001517852188599543,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,3,96,24576,768,96,PackedBatch.apply_many,8,64,0.05,0.005152300000190735,5.366979166865349,0.18632455407574508,0.005152300000190735,9.474446397680886e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,3,96,24576,768,96,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0008169999928213656,0.8510416591889225,1.1750306100797003,0.0008169999928213656,2.135510412843008e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,255,16,32,8,3,96,24576,768,96,EventUpdate.integrated,8,64,0.05,0.004513700007616232,4.701770841266908,0.21268582280172263,0.004513700007616232,9.591532055131992e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,1,8,2048,256,8,Naive.apply_many,8,64,0.05,0.001523800000237922,5.602205883227654,0.17850111560410203,0.001523800000237922,6.566574961549242e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,1,8,2048,256,8,PackedBatch.apply_many,8,64,0.05,0.0015300999900015693,5.625367610299888,0.17776616023618236,0.0015300999900015693,6.92465906958137e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,1,8,2048,256,8,PackedBlockLUT.apply_many_packed,8,64,0.05,0.00025433332969745,0.9350490062406249,1.0694626627330597,0.00025433332969745,3.821426638559356e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,1,8,2048,256,8,EventUpdate.integrated,8,64,0.05,0.001848233339842409,6.794975514126504,0.1471675649045441,0.001848233339842409,0.0002671156206056551,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,3,24,6144,768,24,Naive.apply_many,8,64,0.05,0.004699066669369738,5.758660134031541,0.17365150516356603,0.004699066669369738,0.00019443528503114313,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,3,24,6144,768,24,PackedBatch.apply_many,8,64,0.05,0.00566913333022967,6.947467316457929,0.14393734499924735,0.00566913333022967,0.0012485036533703886,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,3,24,6144,768,24,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0008682666812092066,1.0640523054034394,0.9398034240627355,0.0008682666812092066,0.00017039055667280776,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,4,3,24,6144,768,24,EventUpdate.integrated,8,64,0.05,0.004579533318368097,5.612173184274629,0.1781840950314953,0.004579533318368097,0.00024666676798406175,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,1,8,2048,256,8,Naive.apply_many,8,64,0.05,0.0016110333187195163,5.922916612939398,0.16883573842916633,0.0016110333187195163,5.9533226722952696e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,1,8,2048,256,8,PackedBatch.apply_many,8,64,0.05,0.0015857666730880737,5.830024533412036,0.17152586481737284,0.0015857666730880737,6.676904362950715e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,1,8,2048,256,8,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0002698333313067754,0.9920343062749095,1.0080296555015336,0.0002698333313067754,5.407718533033901e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,1,8,2048,256,8,EventUpdate.integrated,8,64,0.05,0.00146143336314708,5.372916776276029,0.18611864684289794,0.00146143336314708,5.122700012555191e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,3,24,6144,768,24,Naive.apply_many,8,64,0.05,0.004807866663516809,5.891993460192168,0.16972184486562292,0.004807866663516809,0.00019707958200752742,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,3,24,6144,768,24,PackedBatch.apply_many,8,64,0.05,0.004430766663669298,5.429861107437866,0.1841667733692474,0.004430766663669298,1.3990848523983829e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,3,24,6144,768,24,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0007556666775296131,0.9260621048157024,1.079841184300498,0.0007556666775296131,4.899342927691396e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,8,8,3,24,6144,768,24,EventUpdate.integrated,8,64,0.05,0.0043904666672460735,5.380473856919207,0.18585723610830582,0.0043904666672460735,0.0001641438809812051,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,1,32,8192,256,32,Naive.apply_many,8,64,0.05,0.0017706333310343325,5.533229159482289,0.18072629402783744,0.0017706333310343325,5.102002977715982e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,1,32,8192,256,32,PackedBatch.apply_many,8,64,0.05,0.0017884999979287386,5.589062493527308,0.17892088362907013,0.0017884999979287386,9.46521399028872e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,1,32,8192,256,32,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0003130999975837767,0.9784374924493021,1.0220376955268966,0.0003130999975837767,1.368647907537166e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,1,32,8192,256,32,EventUpdate.integrated,8,64,0.05,0.0019532333438595137,6.10385419956098,0.16383091196246544,0.0019532333438595137,7.900383712685007e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,3,96,24576,768,96,Naive.apply_many,8,64,0.05,0.005495066657507171,5.7240277682366365,0.17470215737755992,0.005495066657507171,8.048132315779985e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,3,96,24576,768,96,PackedBatch.apply_many,8,64,0.05,0.005464699992444366,5.6923958254628815,0.1756729557573738,0.005464699992444366,0.00021042073013368212,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,3,96,24576,768,96,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0010565333262396355,1.100555548166287,0.9086320101390343,0.0010565333262396355,3.819900289423301e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,4,3,96,24576,768,96,EventUpdate.integrated,8,64,0.05,0.004940599998614441,5.1464583318900425,0.19430838365162648,0.004940599998614441,8.453567820936378e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,1,32,8192,256,32,Naive.apply_many,8,64,0.05,0.001862099995681395,5.819062486504359,0.17184898810061108,0.001862099995681395,5.970101550332505e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,1,32,8192,256,32,PackedBatch.apply_many,8,64,0.05,0.001910533329161505,5.9704166536297025,0.167492498097608,0.001910533329161505,0.00017036659250733863,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,1,32,8192,256,32,PackedBlockLUT.apply_many_packed,8,64,0.05,0.000271766659958909,0.8492708123715905,1.1774807110201961,0.000271766659958909,7.736485304202869e-06,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,1,32,8192,256,32,EventUpdate.integrated,8,64,0.05,0.0015814333649662633,4.9419792655195725,0.2023480768074136,0.0015814333649662633,3.687875923956946e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,3,96,24576,768,96,Naive.apply_many,8,64,0.05,0.005489933323891212,5.718680545720013,0.1748655117216544,0.005489933323891212,0.00013434066261195173,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,3,96,24576,768,96,PackedBatch.apply_many,8,64,0.05,0.005532333355707427,5.762847245528569,0.17352533520230065,0.005532333355707427,8.03532265834159e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,3,96,24576,768,96,PackedBlockLUT.apply_many_packed,8,64,0.05,0.0009201000017734865,0.9584375018473817,1.0433648496354815,0.0009201000017734865,4.5272632891467264e-05,3,True,trace-level workload only; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,256,17,32,8,3,96,24576,768,96,EventUpdate.integrated,8,64,0.05,0.004842433341157933,5.044201397039513,0.1982474372626971,0.004842433341157933,5.307363565282331e-05,3,True,trace-level workload only; no BER; no full decoder
