preset,workload_type,code_profile,task_kind,backend_or_method,num_units,unit_type,total_runtime_s,latency_per_unit_us,throughput_Munit_s,correctness_passed,notes
lightweight,ofec_like,bch_255_239_r16,event_update,Naive.apply_many,32,update,0.0001633000016833345,5.103125052604203,0.19595835682876017,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,32,component,0.00016733332692335048,5.229166466354703,0.19123506708653487,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,PackedBatch.apply_many,256,candidate,0.001425266673322767,5.567447942667059,0.1796155097089161,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,PackedBatch.apply_many,32,update,0.0002677000011317432,8.365625035366975,0.11953679441432591,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,32,component,9.320001117885113e-05,2.9125003493390977,0.3433475983022351,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,PackedBlockLUT.apply_many_packed,256,candidate,0.00018696667393669486,0.7303385700652143,1.369227973144985,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,PackedBlockLUT.apply_many_packed,32,update,7.779999092842142e-05,2.4312497165131695,0.41131110194397147,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,EventUpdate.integrated,32,component,0.00019856666525204977,6.205208289126555,0.16115494491172994,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,EventUpdate.integrated,256,candidate,0.0013586333370767534,5.307161472956068,0.1884246418911019,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,EventUpdate.integrated,32,update,1.2633332516998053e-05,0.39479164115618914,2.532981694018126,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,Naive.apply_many,96,component,0.0005293999953816334,5.514583285225348,0.18133736463445868,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,Naive.apply_many,768,candidate,0.003907533343105267,5.087934040501649,0.19654342844063366,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,Naive.apply_many,96,update,0.0004903000080958009,5.107291750997926,0.1957984874869558,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,PackedBatch.apply_many,96,component,0.000541600010668238,5.641666777794146,0.17725258144207398,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,PackedBatch.apply_many,768,candidate,0.00411946667979161,5.3638889059786585,0.1864318999756664,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,PackedBatch.apply_many,96,update,0.0005805666636054715,6.047569412556994,0.16535568784438082,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,PackedBlockLUT.apply_many_packed,96,component,0.00019326666370034218,2.013194413545231,0.4967230155576491,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,PackedBlockLUT.apply_many_packed,768,candidate,0.0004206000012345612,0.5476562516075015,1.825962904768752,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,PackedBlockLUT.apply_many_packed,96,update,0.00025019998429343104,2.6062498363899067,0.3836930696502864,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,syndrome,EventUpdate.integrated,96,component,0.0004896666699399551,5.1006944785411985,0.19605173456419223,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,candidate_test,EventUpdate.integrated,768,candidate,0.003935199987608939,5.12395831719914,0.19516161882960445,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,bch_255_239_r16,event_update,EventUpdate.integrated,96,update,3.263334898898999e-05,0.3399307186353124,2.94177591249948,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,8,component,4.836666630581021e-05,6.045833288226277,0.16540317146147765,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,256,candidate,0.001453766676907738,5.6787760816708515,0.17609428257396137,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,8,update,5.0333347947647176e-05,6.291668493455897,0.15894035120256605,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,8,component,4.7600013203918934e-05,5.950001650489867,0.16806718027005413,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,256,candidate,0.0014635333403324087,5.716927110673471,0.1749191446105733,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,8,update,5.0733331590890884e-05,6.3416664488613605,0.15768725902945416,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,8,component,5.523334645355741e-05,6.904168306694676,0.1448400380144764,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,256,candidate,0.00014113332144916058,0.5513020369107835,1.8138877294985012,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,8,update,5.8233330491930246e-05,7.279166311491281,0.13737836961100156,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,8,component,5.4233319436510406e-05,6.779164929563801,0.14751079379099044,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,256,candidate,0.0013645666767843068,5.330338581188698,0.18760534340709625,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,8,update,9.999998534719149e-06,1.2499998168398936,0.8000001172224852,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,24,component,0.00015126667373503247,6.30277807229302,0.15866019531863176,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,768,candidate,0.004374399994655202,5.695833326373961,0.17556693510844223,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,24,update,0.00015103331922243038,6.293054967601266,0.1589053337605236,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,24,component,0.00014343333896249533,5.976389123437305,0.16732511544108636,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,768,candidate,0.004246366656540583,5.529123250703884,0.18086050078060661,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,24,update,0.00014249999852230152,5.93749993842923,0.16842105437807392,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,24,component,0.00016426665630812445,6.844444012838519,0.14610390531710715,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,768,candidate,0.00043043333183353144,0.5604600674915774,1.784248438029937,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,24,update,0.00017116667004302144,7.131944585125893,0.14021421339778228,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,24,component,0.0001420333283022046,5.918055345925192,0.1689744251358748,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,768,candidate,0.004289566655643284,5.585373249535526,0.17903906423499252,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,24,update,2.7666663906226557e-05,1.15277766275944,0.8674699660698393,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,8,component,4.983332473784685e-05,6.229165592230856,0.16053514474670905,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,256,candidate,0.0014158666793567438,5.5307292162372805,0.18080798406549536,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,8,update,4.8799983536203705e-05,6.099997942025463,0.16393448153655554,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,8,component,5.03999957193931e-05,6.299999464924137,0.1587301722115371,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,256,candidate,0.0014499333143855135,5.663802009318412,0.1765598441391035,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,8,update,5.010001283759872e-05,6.26250160469984,0.15968059780607907,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,8,component,5.953332098821799e-05,7.441665123527248,0.13437852730546057,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,256,candidate,0.00014646665658801794,0.5721353772969451,1.747838081127761,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,8,update,5.4866657592356205e-05,6.858332199044526,0.14580804355602894,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,8,component,5.136666974673668e-05,6.420833718342085,0.1557430146716537,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,256,candidate,0.0015191000032549102,5.933984387714493,0.16852083434367707,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,8,update,1.1099987508108219e-05,1.3874984385135274,0.7207215318176018,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,24,component,0.00015590000354374448,6.495833480989353,0.1539448329343095,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,768,candidate,0.004367099997277061,5.6863281214545065,0.1758604109085794,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,24,update,0.00014700001338496804,6.1250005577070015,0.16326529125645778,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,24,component,0.00018616666784510016,7.75694449354584,0.1289167404552204,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,768,candidate,0.004369599996910741,5.68958332931086,0.17575979507116615,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,24,update,0.0002098666736856103,8.744444736900428,0.1143583189199114,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,24,component,0.0001668666567032536,6.952777362635566,0.14382741569923263,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,768,candidate,0.0004709999969539543,0.6132812460337946,1.6305732589528676,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,24,update,0.00019013332591081658,7.922221912950691,0.12622721390387592,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,24,component,0.0001435000061367949,5.979166922366454,0.16724737960722744,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,768,candidate,0.004359666665550321,5.676649304101981,0.1761602569454826,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,24,update,3.070000093430281e-05,1.2791667055959504,0.7817589338632063,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,32,component,0.00017493332658583918,5.4666664558074745,0.18292683632411066,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,256,candidate,0.0014879333515030642,5.812239654308844,0.17205071701726204,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,32,update,0.00018453334147731462,5.766666921166082,0.17341039697118302,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,32,component,0.00018123333575204015,5.663541742251255,0.17656795791576538,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,256,candidate,0.001449933333788067,5.663802085109637,0.17655984177643497,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,32,update,0.00018526666099205613,5.789583156001754,0.17272400672980281,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,32,component,6.926667022829254e-05,2.164583444634142,0.46198265189495624,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,256,candidate,0.00015919998986646533,0.6218749604158802,1.608040303361383,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,32,update,8.226667220393817e-05,2.570833506373068,0.3889789041262342,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,32,component,0.0001970000060585638,6.156250189330119,0.16243654322775553,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,256,candidate,0.0014137666633663077,5.52252602877464,0.18107655713881424,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,32,update,1.1699992076804241e-05,0.36562475240013254,2.7350445872045874,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,96,component,0.0006341333307015399,6.605555528141041,0.15138772140205195,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,768,candidate,0.004305866663344204,5.606597217896099,0.17836130564329258,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,96,update,0.0005228000033336381,5.4458333680587305,0.18362662468985327,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,96,component,0.0005339999916031957,5.562499912533288,0.17977528372572635,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,768,candidate,0.004223533323965967,5.499392348914019,0.1818382716769559,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,96,update,0.0005463333412383994,5.69097230456666,0.17571689800661314,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,96,component,0.00024559998807186884,2.558333209081967,0.390879497811327,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,768,candidate,0.0005816999861660103,0.7574218569869926,1.320268210872575,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,96,update,0.0002473666487882535,2.5767359248776405,0.3880878868281724,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,96,component,0.0006059666629880667,6.3121527394590276,0.15842455676788697,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,768,candidate,0.004389999997025977,5.716145829460907,0.17494305251031542,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,96,update,3.5166662807265915e-05,0.3663194042423533,2.729858119496203,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,32,component,0.00017749999339381853,5.546874793556829,0.1802816968505555,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,256,candidate,0.0013822333227532606,5.399348917004924,0.18520751582668799,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,32,update,0.00018309999722987413,5.721874913433567,0.17476788904494292,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,32,component,0.0001771333433377246,5.535416979303894,0.18065486371466724,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,256,candidate,0.0013812333151387672,5.3954426372608095,0.18534160535671748,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,32,update,0.00017729999187091985,5.540624745966245,0.18048506185661325,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,32,component,6.576668238267303e-05,2.055208824458532,0.48656856086799904,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,256,candidate,0.00013979999736572304,0.5460937397098556,1.8311874450919519,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,32,update,6.396668807913859e-05,1.998959002473081,0.5002603849117544,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,32,component,0.00017376667043815056,5.430208451192205,0.18415499312562292,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,256,candidate,0.0013670999906025827,5.340234338291339,0.18725770006564169,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,32,update,1.1566677130758762e-05,0.3614586603362113,2.7665681023380335,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,Naive.apply_many,96,component,0.0005581333340766529,5.813888896631801,0.17200191090327452,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,Naive.apply_many,768,candidate,0.004351533328493436,5.666059021475828,0.17648951347131075,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,Naive.apply_many,96,update,0.0006067000019053618,6.319791686514185,0.15823306362041994,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBatch.apply_many,96,component,0.0005547666611770788,5.778819387261239,0.17304572664174075,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBatch.apply_many,768,candidate,0.004396566655486822,5.724696165998466,0.17468175969572808,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBatch.apply_many,96,update,0.0005852333270013332,6.096180489597221,0.1640371379598163,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,PackedBlockLUT.apply_many_packed,96,component,0.00020556667974839607,2.1413195807124588,0.46700175396858806,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,PackedBlockLUT.apply_many_packed,768,candidate,0.0007833000078486899,1.0199218852196483,0.9804672441013872,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,PackedBlockLUT.apply_many_packed,96,update,0.0003513333310062687,3.6597221979819654,0.27324478359352455,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,syndrome,EventUpdate.integrated,96,component,0.0005345666819872955,5.568402937367662,0.1795847052104185,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,candidate_test,EventUpdate.integrated,768,candidate,0.004376000026240945,5.697916700834564,0.17550274117793468,True,trace-level task breakdown; no BER; no full decoder
lightweight,ofec_like,ebch_256_239_r17,event_update,EventUpdate.integrated,96,update,3.283333110933503e-05,0.34201386572223985,2.9238580660707223,True,trace-level task breakdown; no BER; no full decoder
