profile,task,backend,baseline_role,batch_size,representative_batch_size,is_representative_batch,input_width,output_width,processed_bits,block_width,block_width_source,lut_table_bytes,packed_word_bits,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,throughput_Mbit_s,throughput_Mcodeword_s,round_count,correctness_passed,timed,skip_reason,warmups,repeats,build_init_s,affinity_status,frequency_lock_status,galois_available,galois_version,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes
bch_1023_993_r30,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,3000,1000,False,1023,30,3069000,,,,32,0.15822435001609847,0.15410830010659993,0.1610639999853447,0.0024986461742685685,0.01580088354632468,19.396508816043458,0.018960419175018044,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=3000
bch_1023_993_r30,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,3000,1000,False,1023,30,3069000,14,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,4849664,32,0.0073738000355660915,0.006464899983257055,0.007793899974785745,0.00046896204655436205,0.06507351487926506,416.2033124301276,0.4068458577029595,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=3000
bch_1023_993_r30,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",5000,1000,False,1023,30,5115000,,,,32,0.27649244997883216,0.27149980003014207,0.30764060001820326,0.012931435159002098,0.04564338849407644,18.499600985095963,0.018083676427268783,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; chunked_online=False; chunk_size=5000"
bch_1023_993_r30,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,5000,1000,False,1023,30,5115000,,,,32,0.27014475007308647,0.26418329996522516,0.3090821999358013,0.014021967959933644,0.05076458937878254,18.934293554163684,0.018508595849622368,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=5000
bch_1023_993_r30,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,5000,1000,False,1023,30,5115000,14,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,4849664,32,0.012748849985655397,0.012038899934850633,0.013928900007158518,0.0006381403820175588,0.049706413681151806,401.2126588480715,0.3921922373881442,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=5000
bch_1023_993_r30,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",10000,1000,False,1023,30,10230000,,,,32,0.5542110500391573,0.54824589996133,0.5693233999190852,0.007453630292726004,0.013396841464422106,18.45867201543024,0.018043667659267095,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; chunked_online=False; chunk_size=10000"
bch_1023_993_r30,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,10000,1000,False,1023,30,10230000,,,,32,0.5328945000073873,0.5266148999799043,0.5418931000167504,0.004913334379753172,0.009213887730711525,19.197045568791168,0.018765440438701046,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=10000
bch_1023_993_r30,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,10000,1000,False,1023,30,10230000,14,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,4849664,32,0.04458525002701208,0.0414831000380218,0.05035659996792674,0.0031097874488180263,0.0686618101390041,229.44807966316506,0.22428942293564522,10,True,True,,30,10,1.7787444000132382,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=10000
bch_255_231_r24,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",100,1000,False,255,24,25500,,,,32,0.004079599981196225,0.0038714000256732106,0.006679999991320074,0.0011043318266786347,0.23760312977909726,6.25061283398743,0.02451220719210757,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; chunked_online=False; chunk_size=100"
bch_255_231_r24,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,100,1000,False,255,24,25500,,,,32,0.0008653000113554299,0.0008578000124543905,0.000888700014911592,1.0987480919917549e-05,0.012624354711887827,29.46954774686307,0.11556685390926695,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=100
