profile,task,measurement_mode,block_width,batch_size,input_width,output_width,lut_table_bytes,cache_level_fit,theoretical_ops,theoretical_continuous_ops,predicted_l1_w,predicted_l2_w,predicted_l3_w,backend,processed_bits,packed_word_bits,build_init_s,kernel_build_s,exactness_elapsed_s,timing_elapsed_s,elapsed_s,throughput_Mbit_s,throughput_Mcodeword_s,ns_per_bit,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,samples_s,warmups,repeats,correctness_passed,timed,skip_reason,affinity_status,frequency_lock_status,cache_flush_bytes,measurement_order,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes
bch_255_231_r24,syndrome,natural,11,1000,255,24,147456,L2,840,811.3636363636364,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0021564000053331256,0.008935699937865138,0.01426500000525266,0.02585089998319745,650.1784508362713,2.549719415044201,1.5380392855435026,0.00039220001781359315,0.0003882999299094081,0.0004270999925211072,1.839157631579454e-05,0.04598469008118625,0.000427099992521;0.000395499984734;0.000388900050893;0.000388299929909,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,11,1000,255,24,147456,L2,840,811.3636363636364,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0021033999510109425,0.008629600051790476,0.7984887000638992,0.8213825999991968,10.889943211679379,0.04270565965364462,91.82784341129602,0.023416100069880486,0.023337199934758246,0.02358440007083118,0.00010472267630913515,0.004467986413213299,0.023429300054;0.0233371999348;0.0235844000708;0.0234029000858,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,12,1000,255,16,180224,L2,616,595.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.002049200003966689,0.006370000075548887,0.01337439997587353,0.022280999924987555,637.9784571839493,2.501876302682154,1.5674510459397353,0.0003997000167146325,0.0003909000661224127,0.0004053999437019229,6.006823133267801e-06,0.015057524523268192,0.000400300021283;0.000405399943702;0.000399100012146;0.000390900066122,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,12,1000,255,16,180224,L2,616,595.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.002037000027485192,0.006161900004372001,0.7977969000348821,0.818112300010398,10.91939134192677,0.042821142517359884,91.58019606462297,0.023352949996478856,0.02301379991695285,0.023508500074967742,0.00021342899624956284,0.009157271996420878,0.023013799917;0.023508500075;0.0234071000014;0.0232987999916,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,12,1000,255,24,270336,L2,792,765.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.002206699922680855,0.008759799995459616,0.013840900035575032,0.025364100001752377,654.5174571319849,2.5667351260077838,1.5278431294741583,0.0003895999980159104,0.0003877000417560339,0.0004105999832972884,1.0932004145315811e-05,0.02771981996626743,0.000410599983297;0.00038800004404;0.000391199951991;0.000387700041756,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,12,1000,255,24,270336,L2,792,765.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0021090999944135547,0.008934199926443398,0.802649199962616,0.8260511999251321,10.870144408346603,0.04262801728763374,91.9950979889608,0.023458749987185,0.023138899938203394,0.024061699979938567,0.0004026108398483227,0.01711087836699323,0.0231388999382;0.0240616999799;0.02331650001;0.0236009999644,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,13,1000,255,16,327680,L2,580,568.8461538461539,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0020739000756293535,0.00609679997432977,0.013681899989023805,0.022380400099791586,644.1834233105036,2.5262095031784457,1.5523528917601295,0.00039584998739883304,0.00039080006536096334,0.0004007000243291259,5.171015959914246e-06,0.013064718921894003,0.000391900073737;0.000400700024329;0.000399799901061;0.000390800065361,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,13,1000,255,16,327680,L2,580,568.8461538461539,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0023255000123754144,0.006224500015377998,0.7964657000266016,0.8167289999546483,10.981770245213298,0.043065765667503135,91.06000013393806,0.023220300034154207,0.023078500060364604,0.02341219992376864,0.0001764522652372699,0.0075949552040140145,0.0230785000604;0.0230840999866;0.0234121999238;0.0233565000817,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,13,1000,255,24,491520,L2,740,725.7692307692308,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.002322099986486137,0.008914100006222725,0.014068700023926795,0.025829199934378266,641.2674444648561,2.514774292019044,1.5594117690389062,0.0003976500011049211,0.0003899000585079193,0.00040229992009699345,5.2117128944305705e-06,0.013131875168290095,0.00039659999311;0.000402299920097;0.0003987000091;0.000389900058508,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,13,1000,255,24,491520,L2,740,725.7692307692308,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0021744000259786844,0.008780799922533333,0.8049018000019714,0.827880600001663,10.846010034298153,0.04253337268352217,92.19980406045329,0.02351095003541559,0.023380599915981293,0.02353519992902875,7.050083151474902e-05,0.0030020250262848976,0.023535199929;0.0235024000285;0.0235195000423;0.023380599916,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,14,1000,255,16,622592,L2,570,546.4285714285714,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0020722999470308423,0.006119300029240549,0.012465299922041595,0.021151499939151108,717.1987635712838,2.81254417086778,1.3943136140119796,0.0003555499715730548,0.00035370001569390297,0.0003696000203490257,7.537911165100349e-06,0.021020388383892842,0.000353700015694;0.000369600020349;0.000357399927452;0.000353700015694,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,14,1000,255,16,622592,L2,570,546.4285714285714,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0020982000278308988,0.005983899929560721,0.8076166000682861,0.8276744000613689,10.781967479779086,0.04228222541089838,92.74745095229032,0.02365059999283403,0.02357840002514422,0.023700100020505488,6.22370343602137e-05,0.0026321519031929862,0.0236053999979;0.0235784000251;0.0236957999878;0.0237001000205,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,14,1000,255,24,933888,L2,722,692.1428571428572,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.002373300027102232,0.008939799969084561,0.01279369997791946,0.024603900033980608,708.1366164845839,2.7770063391552307,1.4121568871333319,0.0003601000062189996,0.0003485999768599868,0.0003695000195875764,1.0109866465731395e-05,0.02811615491420269,0.000369500019588;0.000353500014171;0.000366699998267;0.00034859997686,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,14,1000,255,24,933888,L2,722,692.1428571428572,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.002189100021496415,0.008825600030831993,0.7978084000060335,0.8210658000316471,10.747929451573995,0.04214874294734901,93.04117639640383,0.023725499981082976,0.02346709999255836,0.024040100048296154,0.0002945414246283302,0.012407203363962727,0.0235071999487;0.0239438000135;0.0240401000483;0.0234670999926,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,15,1000,255,16,1114112,L3,527,527.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.002505799988284707,0.006208200007677078,0.01433320005889982,0.02435360010713339,613.4231090310504,2.4055808197296096,1.6301961652204102,0.0004157000221312046,0.000403400044888258,0.0004264999879524112,9.469005896800884e-06,0.02279902596119211,0.000416600028984;0.000403400044888;0.000426499987952;0.000414800015278,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,15,1000,255,16,1114112,L3,527,527.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0024353000335395336,0.006618399987928569,0.8093347999965772,0.8305440000258386,10.799158937378927,0.04234964289168206,92.59980391053593,0.02361294999718666,0.02339470002334565,0.02426600002218038,0.00037790186758748947,0.015930673769682276,0.0242660000222;0.0233947000233;0.0236411000369;0.0235847999575,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,15,1000,255,24,1671168,L3,663,663.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0030910999048501253,0.009173800004646182,0.014404500019736588,0.027178200078196824,585.4666531670687,2.2959476594787014,1.708039210415354,0.00043554999865591526,0.00040380004793405533,0.00045389996375888586,2.1471651480067994e-05,0.04967989673352374,0.000403800047934;0.000441999989562;0.00042910000775;0.000453899963759,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,15,1000,255,24,1671168,L3,663,663.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0028728999895974994,0.0089297000085935,0.8014848000602797,0.8254931000992656,10.818722771262982,0.042426363808874434,92.43235279641607,0.0235702499630861,0.02326000004541129,0.023656200035475194,0.00017640528108712398,0.007502082512947415,0.023604099988;0.0236562000355;0.0235363999382;0.0232600000454,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,16,1000,255,16,2097152,L3,512,510.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.002860400010831654,0.006434699986129999,0.013536299928091466,0.023327499977312982,620.5134656540795,2.4333861398199197,1.6115685724014162,0.0004109499859623611,0.0003880999283865094,0.0004422999918460846,2.4896653312909447e-05,0.060271512286799875,0.000442299991846;0.000424599973485;0.00039729999844;0.000388099928387,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,16,1000,255,16,2097152,L3,512,510.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0028147000120952725,0.006080599967390299,0.8014979000436142,0.8225952999200672,10.859312290422496,0.04258553839381371,92.08686270878887,0.023482149990741163,0.023140200064517558,0.023998099961318076,0.0003538196929341196,0.015039741427191364,0.0231402000645;0.0234820999904;0.0239980999613;0.0234821999911,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,16,1000,255,24,3145728,L3,640,637.5,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0037238000659272075,0.009206199902109802,0.014135800069198012,0.027595999999903142,655.2743249272386,2.5697032350087787,1.5260784101544642,0.00038914999458938837,0.0003800999838858843,0.00040660006925463676,1.1857657717841269e-05,0.030307111558331882,0.000380099983886;0.000384000013582;0.000394299975596;0.000406600069255,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,16,1000,255,24,3145728,L3,640,637.5,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.0037185000255703926,0.008991000009700656,0.8041284000501037,0.828800700022839,10.942844012985798,0.042913113776414887,91.38392165814544,0.02330290002282709,0.02317369997035712,0.023540399968624115,0.00015485772005581573,0.006637714788863347,0.0232731000287;0.0233327000169;0.0235403999686;0.0231736999704,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,17,1000,255,16,3932160,L3,495,495.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0035476000048220158,0.006223000003956258,0.014969900017604232,0.02527889993507415,605.556867601279,2.374732814122663,1.6513725687914036,0.0004211000050418079,0.00041089998558163643,0.0004259999841451645,7.257344492597372e-06,0.01728865363554297,0.000425999984145;0.000425399979576;0.000416800030507;0.000410899985582,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,17,1000,255,16,3932160,L3,495,495.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0033295999746769667,0.006175499991513789,0.8080531000159681,0.829543900093995,10.75636209182525,0.0421818121248049,92.96823512105381,0.02370689995586872,0.02336650004144758,0.024215100100263953,0.0003960310450123499,0.0166757988192912,0.0233665000414;0.0242151001003;0.0239342999412;0.0234794999706,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,17,1000,255,24,5898240,L3,615,615.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.00505659996997565,0.00951340002939105,0.01717470004223287,0.0322423999896273,605.7727352377292,2.3755793538734475,1.6507841007528352,0.00042094994569197297,0.00041660002898424864,0.0004257000982761383,4.3424612102315e-06,0.010313409718940361,0.000416600028984;0.000418199924752;0.000423699966632;0.000425700098276,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,17,1000,255,24,5898240,L3,615,615.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.004978199955075979,0.008963300031609833,0.8088313000043854,0.8348501999862492,10.779688516327532,0.042273288299323655,92.76705894473136,0.0236556000309065,0.023266399977728724,0.02387650008313358,0.0002601591764208593,0.011017379916084922,0.0237258000998;0.0238765000831;0.023585399962;0.0232663999777,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,18,1000,255,16,7864320,L3,510,481.66666666666663,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.004792599938809872,0.006158499978482723,0.01377750001847744,0.025278700049966574,656.4551603831261,2.5743339622867696,1.5233332912127178,0.000388449989259243,0.00038109999150037766,0.0004723999882116914,4.3338742228705246e-05,0.10632665196027123,0.000388499931432;0.000388400047086;0.0003810999915;0.000472399988212,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,18,1000,255,16,7864320,L3,510,481.66666666666663,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.0045143000315874815,0.006693699979223311,0.7980887000449002,0.8212202999275178,10.906757899764226,0.04277159960691854,91.68627461893301,0.02338000002782792,0.023299199994653463,0.023494699969887733,8.324929980683378e-05,0.0035594154723153763,0.0234946999699;0.0233536000596;0.023406399996;0.0232991999947,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,18,1000,255,24,11796480,L3,630,595.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.011132000014185905,0.00888959993608296,0.013365800026804209,0.03390299994498491,664.9283760212335,2.607562258906798,1.5039213786960817,0.00038349995156750083,0.00037100003100931644,0.0003896000562235713,8.378532794763358e-06,0.021939075275185276,0.000387199921533;0.000379799981602;0.000389600056224;0.000371000031009,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,18,1000,255,24,11796480,L3,630,595.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.010699699982069433,0.008916800026781857,0.7989079999970272,0.8307260000146925,10.845733275672844,0.04253228735557978,92.20215679128088,0.023511549981776625,0.023194200010038912,0.023553900071419775,0.00016967951761227764,0.007238022656458626,0.0235539000714;0.0235487999162;0.0234743000474;0.02319420001,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,19,1000,255,16,14680064,L3,490,469.7368421052631,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.010486599989235401,0.0061935000121593475,0.013798599946312606,0.030986499972641468,669.0278538350314,2.6236386424903193,1.4947060787794637,0.00038115005008876324,0.000372899929061532,0.0004053999437019229,1.4113449321700262e-05,0.03664403367412219,0.000405399943702;0.000379500095733;0.000372899929062;0.000382800004445,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,19,1000,255,16,14680064,L3,490,469.7368421052631,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.011194200022146106,0.006266999989748001,0.7954729000339285,0.8252000999636948,10.806595842194417,0.04237880722429183,92.5360783916332,0.023596699989866465,0.02323920000344515,0.023612699937075377,0.00018157427275940918,0.0077228430517368414,0.0236126999371;0.0235974000534;0.0232392000034;0.0235959999263,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,19,1000,255,24,22020096,DRAM,602,577.1052631578947,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.01883409998845309,0.009057300048880279,0.013749700039625168,0.04213049996178597,630.7976935111102,2.4737164451416085,1.5852943190610875,0.00040425005136057734,0.0003915999550372362,0.00042189995292574167,1.2461934819672937e-05,0.030732268156808955,0.000403700047173;0.000391599955037;0.000404800055549;0.000421899952926,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,19,1000,255,24,22020096,DRAM,602,577.1052631578947,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.018514700001105666,0.009027200052514672,0.8002176999580115,0.8402238000417128,10.77868610410551,0.042269357271002,92.77568623314009,0.023657799989450723,0.02329539996571839,0.02394260000437498,0.0002852590990865714,0.012067614527228964,0.0237865999807;0.0235289999982;0.0232953999657;0.0239426000044,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_239_r16,syndrome,natural,20,1000,255,16,27262976,DRAM,468,459.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.018269099993631244,0.0063995999516919255,0.013126499950885773,0.0382760000647977,639.0176481188372,2.5059515612503422,1.5649020069223993,0.0003990500117652118,0.00037240004166960716,0.00047470000572502613,4.5024199056482677e-05,0.10946802119007117,0.000387900043279;0.000474700005725;0.000410199980251;0.00037240004167,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_239_r16,syndrome,cache_flushed_dram_proxy,20,1000,255,16,27262976,DRAM,468,459.0,9,14,19,PackedBlockLUTKernel.apply_many_packed,255000,16,2.004777800058946,0.01824289991054684,0.006324900081381202,0.7966300999978557,0.83342200005427,10.88390079271619,0.04268196389300467,91.87882350684673,0.023429099994245917,0.023130499990656972,0.023502899915911257,0.00016631109504909464,0.0071155524233523035,0.0231304999907;0.0234066999983;0.0235028999159;0.0234514999902,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
bch_255_231_r24,syndrome,natural,20,1000,255,24,40894464,DRAM,572,561.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.03357199998572469,0.00890000001527369,0.014129500021226704,0.05714120005723089,675.4966488456149,2.649006466061235,1.4803922442974997,0.00037750002229586244,0.00037379993591457605,0.000381799996830523,4.289911197629647e-06,0.011359489638528201,0.000380899989977;0.000374100054614;0.000381799996831;0.000373799935915,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,0,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,natural placement
bch_255_231_r24,syndrome,cache_flushed_dram_proxy,20,1000,255,24,40894464,DRAM,572,561.0,8,14,18,PackedBlockLUTKernel.apply_many_packed,255000,32,0.08163749997038394,0.03305920003913343,0.008988499990664423,0.799475000007078,0.8535447999602184,10.964370113201545,0.04299752985569233,91.20450966863656,0.02325714996550232,0.023213600041344762,0.02349819999653846,0.00013065698685900173,0.005606026076500276,0.0234981999965;0.023279099958;0.0232136000413;0.023235199973,30,4,True,True,,psutil cpu_affinity set to 8,cpupower/intel_pstate unavailable on Windows,67108864,interleaved_by_width,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,cache-flushed DRAM proxy
