backend,points,total_common_table_init_sec,total_external_backend_init_sec,total_point_wall_sec,total_wall_with_common_init_sec,total_elapsed_sec,total_codec_init_sec,total_decode_sec,total_blocks,total_emitted_blocks
syndrome_lut,10,6.475861700018868,0.0,3692.2095526000485,3698.6854143000674,3692.17647820001,473.3820943015162,18884.954619905562,662112,551760
block_lut,10,3.2717124997870997,0.19576809997670352,3596.9286567999516,3600.2003692997387,3596.6919711001683,467.7084476999007,18346.507171401172,662112,551760
ratio_syndrome_lut_over_block_lut,10,,,1.0264895150533413,1.027355434391971,,,1.0293487715930874,,
