preset,code_profile,n,r,cache_profile,workload_type,batch_size,density_or_weight,output_mode,selected_backend,selected_block_width,selection_reason,lut_bytes,fits_l1,fits_l2,fits_l3,oracle_best_backend,oracle_best_block_width,selected_latency_us,oracle_best_latency_us,planner_over_oracle,correctness_passed
lightweight,synthetic_511_r32,511,32,default_cpu_cache,sparse_single,1,weight=2,unpacked,SparseXorKernel,0,sparse single input hamming_weight=2 <= 8,0,True,True,True,SparseXorKernel,0,8.500006515532732,8.500006515532732,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,dense_batch,1,density=0.5,unpacked,PackedBlockLUTKernel,10,small/dense batch uses packed LUT because selected table fits L2,208904,False,True,True,PackedBatchGF2Kernel,0,125.90002734214067,34.59997242316604,3.638732014070788,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,dense_batch,64,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=64 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,1420.399989001453,143.8999897800386,9.870744196525905,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,dense_batch,1024,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=1024 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,23377.200006507337,1038.299989886582,22.514880318029217,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,dense_batch,4096,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=4096 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,90165.79994931817,3888.099978212267,23.190195842334294,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,candidate_test_packed,1,density=0.05,packed,PackedBatchGF2Kernel,0,candidate batch LUT does not fit cache target or batch is small; use vectorized fallback,0,True,True,True,PackedBatchGF2Kernel,0,42.000028770416975,42.000028770416975,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,candidate_test_packed,64,density=0.05,packed,PackedBlockLUTKernel,10,large packed candidate batch uses LUT selected by cache footprint,208904,False,True,True,PackedBlockLUTKernel,10,138.00000306218863,138.00000306218863,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,candidate_test_packed,1024,density=0.05,packed,PackedBlockLUTKernel,10,large packed candidate batch uses LUT selected by cache footprint,208904,False,True,True,PackedBlockLUTKernel,10,822.3000331781805,822.3000331781805,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,candidate_test_packed,4096,density=0.05,packed,PackedBlockLUTKernel,10,large packed candidate batch uses LUT selected by cache footprint,208904,False,True,True,PackedBlockLUTKernel,8,4614.599980413914,4032.599972561002,1.1443237642744164,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,component_decode_batch,1,density=0.02,unpacked,PackedBlockLUTKernel,10,small/dense batch uses packed LUT because selected table fits L2,208904,False,True,True,PackedBatchGF2Kernel,0,128.1999866478145,57.40002961829305,2.2334480922803905,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,component_decode_batch,64,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=64 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,6,1452.399999834597,309.10002533346415,4.698802590739729,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,component_decode_batch,1024,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=1024 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,24918.599985539913,2719.3999849259853,9.163271355323674,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,component_decode_batch,4096,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=4096 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,98338.69995782152,13516.80001243949,7.275294438574261,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,event_update,1,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,11.399970389902592,11.399970389902592,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,event_update,64,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,14.499993994832039,14.499993994832039,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,event_update,1024,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,110.80002877861261,110.80002877861261,1.0,True
lightweight,synthetic_511_r32,511,32,default_cpu_cache,event_update,4096,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,295.9000412374735,295.9000412374735,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,sparse_single,1,weight=2,unpacked,SparseXorKernel,0,sparse single input hamming_weight=2 <= 8,0,True,True,True,SparseXorKernel,0,7.599999662488699,7.599999662488699,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,dense_batch,1,density=0.5,unpacked,PackedBlockLUTKernel,8,small/dense batch uses packed LUT because selected table fits L2,65024,False,True,True,NaiveGF2Kernel,0,122.60000221431255,30.700000934302807,3.993485292611988,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,dense_batch,64,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=64 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,1322.9000032879412,138.90000991523266,9.52411741435638,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,dense_batch,1024,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=1024 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,22788.70000736788,870.9999965503812,26.163834784871568,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,dense_batch,4096,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=4096 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,90138.99997808039,4287.500050850213,21.023673214932277,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,candidate_test_packed,1,density=0.05,packed,PackedBatchGF2Kernel,0,candidate batch LUT does not fit cache target or batch is small; use vectorized fallback,0,True,True,True,PackedBatchGF2Kernel,0,33.50002225488424,33.50002225488424,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,candidate_test_packed,64,density=0.05,packed,PackedBlockLUTKernel,8,large packed candidate batch uses LUT selected by cache footprint,65024,False,True,True,PackedBlockLUTKernel,10,157.69997844472528,144.30005103349686,1.0928615569797535,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,candidate_test_packed,1024,density=0.05,packed,PackedBlockLUTKernel,8,large packed candidate batch uses LUT selected by cache footprint,65024,False,True,True,PackedBlockLUTKernel,6,1123.5999991185963,1010.8000133186579,1.1115947608959695,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,candidate_test_packed,4096,density=0.05,packed,PackedBlockLUTKernel,8,large packed candidate batch uses LUT selected by cache footprint,65024,False,True,True,PackedBlockLUTKernel,8,4544.800030998886,4544.800030998886,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,component_decode_batch,1,density=0.02,unpacked,PackedBlockLUTKernel,8,small/dense batch uses packed LUT because selected table fits L2,65024,False,True,True,PackedBatchGF2Kernel,0,163.80002489313483,59.59998816251755,2.748323111180561,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,component_decode_batch,64,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=64 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,1573.299989104271,311.399984639138,5.052344466000761,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,component_decode_batch,1024,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=1024 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,25909.400021191686,3237.8999749198556,8.00191488986098,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,component_decode_batch,4096,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=4096 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,103111.00003309548,12988.700007554144,7.938515784730327,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,event_update,1,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,11.800031643360853,11.800031643360853,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,event_update,64,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,14.79999627918005,14.79999627918005,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,event_update,1024,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,87.7000275067985,87.7000275067985,1.0,True
lightweight,synthetic_511_r32,511,32,small_l2_profile,event_update,4096,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,319.8999911546707,319.8999911546707,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,sparse_single,1,weight=2,unpacked,SparseXorKernel,0,sparse single input hamming_weight=2 <= 8,0,True,True,True,SparseXorKernel,0,8.300004992634058,8.300004992634058,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,dense_batch,1,density=0.5,unpacked,PackedBlockLUTKernel,10,small/dense batch uses packed LUT because selected table fits L2,208904,False,True,True,NaiveGF2Kernel,0,129.5000547543168,35.999983083456755,3.5972254335260114,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,dense_batch,64,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=64 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,1409.0999611653388,150.50004003569484,9.36278794896756,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,dense_batch,1024,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=1024 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,23300.800006836653,955.0999966450036,24.396188973600438,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,dense_batch,4096,density=0.5,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=4096 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,10,91905.7999853976,3946.1000123992562,23.290286535215877,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,candidate_test_packed,1,density=0.05,packed,PackedBatchGF2Kernel,0,candidate batch LUT does not fit cache target or batch is small; use vectorized fallback,0,True,True,True,PackedBatchGF2Kernel,0,44.899992644786835,44.899992644786835,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,candidate_test_packed,64,density=0.05,packed,PackedBlockLUTKernel,10,large packed candidate batch uses LUT selected by cache footprint,208904,False,True,True,PackedBlockLUTKernel,10,160.60000052675605,160.60000052675605,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,candidate_test_packed,1024,density=0.05,packed,PackedBlockLUTKernel,10,large packed candidate batch uses LUT selected by cache footprint,208904,False,True,True,PackedBlockLUTKernel,10,970.3999967314303,970.3999967314303,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,candidate_test_packed,4096,density=0.05,packed,PackedBlockLUTKernel,10,large packed candidate batch uses LUT selected by cache footprint,208904,False,True,True,PackedBlockLUTKernel,10,4198.899958282709,4198.899958282709,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,component_decode_batch,1,density=0.02,unpacked,PackedBlockLUTKernel,10,small/dense batch uses packed LUT because selected table fits L2,208904,False,True,True,NaiveGF2Kernel,0,137.9000023007393,60.29999349266291,2.2868991240856182,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,component_decode_batch,64,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=64 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,6,1521.300000604242,333.600037265569,4.560251290958882,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,component_decode_batch,1024,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=1024 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,26510.49999985844,3331.799991428852,7.956810153087651,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,component_decode_batch,4096,density=0.02,unpacked,PackedBatchGF2Kernel,0,large unpacked batch_size=4096 uses vectorized PackedBatch path,0,True,True,True,PackedBlockLUTKernel,8,102913.79998670891,14697.199978400022,7.0022725510953,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,event_update,1,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,12.699980288743973,12.699980288743973,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,event_update,64,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,15.600002370774746,15.600002370774746,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,event_update,1024,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,115.20000407472253,115.20000407472253,1.0,True
lightweight,synthetic_511_r32,511,32,large_l3_profile,event_update,4096,flip_count=2,unpacked,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,True,True,True,EventUpdateKernel,0,334.1999836266041,334.1999836266041,1.0,True
