num_enabled_references,available_references,unavailable_references,num_pairwise_rows,any_pairwise_exact_match,best_pairwise_match,current_matrix_status
5,ofec;galois,python-bchlib;aff3ct;linux-kernel,5,True,ofec|galois|identity|1.000000,placeholder
