matrix_source,workload_type,backend_or_method,batch_size,density,flip_count,block_width,total_runtime_s,latency_per_word_us,throughput_Mword_s,repeats,mean,std,correctness_passed
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,16,0.5,2,8,8.320001264413197e-05,5.200000790258248,0.19230766308216982,3,8.320001264413197e-05,4.073046218518832e-06,True
galois_systematic_candidate,event_update,HybridPlanner.update_many,16,0.5,2,8,1.4199991710484028e-05,0.8874994819052517,1.1267612211482492,3,1.4199991710484028e-05,7.937314371361222e-07,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,16,0.5,4,8,0.00012056667280072968,7.535417050045605,0.13270665622866196,3,0.00012056667280072968,6.807010889353192e-07,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,16,0.5,4,8,8.180000198384126e-05,5.1125001239900785,0.1955990172611565,3,8.180000198384126e-05,1.967242098751754e-06,True
galois_systematic_candidate,event_update,HybridPlanner.update_many,16,0.5,4,8,1.4833329866329828e-05,0.9270831166456143,1.0786519375071941,3,1.4833329866329828e-05,9.451703221888726e-07,True
galois_systematic_candidate,batch_syndrome,Naive.apply_many,64,0.5,0,8,0.00045676665225376684,7.136978941465107,0.14011530763949767,3,0.00045676665225376684,2.2679090946038113e-06,True
galois_systematic_candidate,batch_syndrome,PackedBlockLUT.apply_many_packed,64,0.5,0,8,0.00010609999299049377,1.6578123904764652,0.603204563884695,3,0.00010609999299049377,1.8083279013984816e-06,True
galois_systematic_candidate,batch_syndrome,HybridPlanner.apply_many_packed,64,0.5,0,8,0.0001262333244085312,1.9723956938832998,0.5069976592937983,3,0.0001262333244085312,1.138961644713005e-05,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,64,0.5,1,8,0.0004561333335004747,7.127083335944917,0.1403098508693695,3,0.0004561333335004747,6.73525597032509e-06,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,64,0.5,1,8,0.00011146668111905456,1.7416668924852274,0.5741626049818719,3,0.00011146668111905456,2.8148358243278577e-06,True
galois_systematic_candidate,event_update,HybridPlanner.update_many,64,0.5,1,8,1.6233321124066908e-05,0.25364564256354544,3.9425080986734145,3,1.6233321124066908e-05,1.9008628848367562e-06,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,64,0.5,2,8,0.0004577333456836641,7.152083526307251,0.13981939616920525,3,0.0004577333456836641,3.523250406342829e-06,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,64,0.5,2,8,0.00010930001735687256,1.7078127712011337,0.5855442802999319,3,0.00010930001735687256,7.644616181774563e-06,True
galois_systematic_candidate,event_update,HybridPlanner.update_many,64,0.5,2,8,1.8700006573150556e-05,0.29218760270547744,3.422458690035495,3,1.8700006573150556e-05,1.1532347575554135e-06,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,64,0.5,4,8,0.0004569333395920694,7.139583431126084,0.14006419417137841,3,0.0004569333395920694,4.5959823261514065e-06,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,64,0.5,4,8,0.0001037333277054131,1.6208332453970797,0.6169666144496038,3,0.0001037333277054131,1.6502362664149273e-06,True
