profile,task,backend,baseline_role,output_mode,batch_size,input_width,output_width,processed_bits,median_runtime_s,throughput_Mbit_s,throughput_Mcodeword_s,samples_s,warmups,repeats,block_width,packed_word_bits,correctness_passed,galois_available,galois_version,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes
ebch_256_239_r17,syndrome,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,100,256,17,25600,0.0004256999818608165,60.13624874517841,0.23490722166085318,0.000427099992521;0.000425699981861;0.000425000034738,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,100,256,17,25600,0.00042530003702268004,60.19279983894011,0.2351281243708598,0.00042629998643;0.000425300037023;0.000424699974246,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,syndrome,galois.GF2_matmul,third-party verified same-task baseline,unpacked,100,256,17,25600,0.0002723999787122011,93.97944934146702,0.36710722399010554,0.000275800004601;0.000272399978712;0.000271200027782,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,100,256,17,25600,0.0003597000031732023,71.17041916642164,0.2780094498688345,0.000362299964763;0.000359700003173;0.000358999997843,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,syndrome,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,1000,256,17,256000,0.004487300000619143,57.0498963663401,0.22285115768101602,0.00451479997719;0.00448730000062;0.00434679997852,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,1000,256,17,256000,0.004470899992156774,57.259164921849425,0.22366861297597432,0.00450290000299;0.00441299995873;0.00447089999216,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,syndrome,galois.GF2_matmul,third-party verified same-task baseline,unpacked,1000,256,17,256000,0.001450599986128509,176.47870015719198,0.6893699224890312,0.00145059998613;0.00143120001303;0.00148489995627,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,1000,256,17,256000,0.0012030000216327608,212.80132618164575,0.8312551803970537,0.00120300002163;0.00117399997544;0.0012181000202,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,syndrome,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,10000,256,17,2560000,0.05859119998058304,43.69256818171289,0.170674094459816,0.0585911999806;0.0492368999985;0.0768374999752,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,10000,256,17,2560000,0.06878239999059588,37.2188234250333,0.14538602900403633,0.0687823999906;0.0732419999549;0.0402344000177,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,syndrome,galois.GF2_matmul,third-party verified same-task baseline,unpacked,10000,256,17,2560000,0.008457099960651249,302.7042380852814,1.1824384300206305,0.0104957000003;0.00845709996065;0.0069405999966,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,10000,256,17,2560000,0.0049925000057555735,512.769153139453,2.0030045044509883,0.00482289999491;0.00499250000576;0.00569219997851,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,syndrome,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,100000,256,17,25600000,0.5467018999624997,46.82625028695894,0.18291504018343335,0.532680700009;0.576592500031;0.546701899962,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,100000,256,17,25600000,0.5772131999838166,44.351030088566496,0.17324621128346288,0.577213199984;0.62828210002;0.545795999991,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,syndrome,galois.GF2_matmul,third-party verified same-task baseline,unpacked,100000,256,17,25600000,0.07014389999676496,364.96402397329877,1.4256407186456983,0.0950137000182;0.0701438999968;0.0680010999786,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,100000,256,17,25600000,0.1719940000330098,148.84240145055492,0.5814156306662301,0.172273200005;0.151084599958;0.171994000033,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,syndrome,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,1000000,256,17,256000000,5.822738900023978,43.965564040480295,0.17174048453312615,5.70747270004;5.82273890002;6.08971539995,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,1000000,256,17,256000000,6.043573000002652,42.35904819878698,0.16546503202651164,5.64318690001;6.12695959996;6.043573,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,syndrome,galois.GF2_matmul,third-party verified same-task baseline,unpacked,1000000,256,17,256000000,0.9210926000378095,277.9307965230549,1.0856671739181831,0.945441499993;0.881919099949;0.921092600038,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,1000000,256,17,256000000,1.7194167000125162,148.88770127575037,0.5815925831083999,1.68724110001;1.80398809997;1.71941670001,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,1,239,17,239,2.7600035537034273e-05,8.659409140227558,0.036231837406809866,2.84999841824e-05;2.7600035537e-05;2.70000309683e-05,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,1,239,17,239,2.719997428357601e-05,8.786773013396333,0.036764740641825666,2.72000324912e-05;2.71999742836e-05;2.68000294454e-05,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,1,239,17,239,0.00019099999917671084,1.2513089059172202,0.0052356021168084525,0.000196300039534;0.000190999999177;0.000188099977095,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,1,239,17,239,0.00028520001797005534,0.8380083623455237,0.0035063111395210195,0.000286499969661;0.00028520001797;0.000284400011878,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,10,239,17,2390,6.0699996538460255e-05,39.37397259134384,0.16474465519390727,6.5199972596e-05;6.06999965385e-05;6.0000049416e-05,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,10,239,17,2390,6.029999349266291e-05,39.63516182287494,0.16583749716684074,6.02999934927e-05;6.04999950156e-05;5.99999912083e-05,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,10,239,17,2390,0.00019099999917671084,12.513089059172202,0.05235602116808452,0.000194099964574;0.000190999999177;0.000190199993085,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,10,239,17,2390,0.0002343000378459692,10.20059587686113,0.0426803174764064,0.000230000005104;0.000234599981923;0.000234300037846,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,100,239,17,23900,0.0005469000316224992,43.70085686244229,0.18284877348302211,0.000812499958556;0.000546900031622;0.000532599980943,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,100,239,17,23900,0.0005534000229090452,43.187565975088724,0.18070111286648,0.000553400022909;0.000544799957424;0.00055880000582,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,100,239,17,23900,6.779999239370227e-05,352.50741417811713,1.474926419155302,7.06000137143e-05;6.68999855407e-05;6.77999923937e-05,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,100,239,17,23900,9.780004620552063e-05,244.37616266331466,1.0224944044490154,9.78000462055e-05;9.31999529712e-05;0.000112200039439,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,1000,239,17,239000,0.002840799978002906,84.13123129070777,0.35201352004480235,0.002840799978;0.00309150002431;0.00276260002283,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,1000,239,17,239000,0.004979900026228279,47.992931332201046,0.20080724406778683,0.00468040001579;0.00497990002623;0.00530829996569,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,1000,239,17,239000,0.0013444999931380153,177.76125044239123,0.7437709223531013,0.0013520999928;0.00128369999584;0.00134449999314,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,1000,239,17,239000,0.0009680999792180955,246.8753280968283,1.0329511635850557,0.00102189998142;0.000968099979218;0.000944600033108,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,10000,239,17,2390000,0.04243579995818436,56.32037106299569,0.23565008812968904,0.0424357999582;0.0530486999778;0.0423179999925,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,10000,239,17,2390000,0.04809549998026341,49.692798722973386,0.2079196599287589,0.059535599954;0.0480954999803;0.0415717000142,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,10000,239,17,2390000,0.0074498000321909785,320.8139801971441,1.3423179087746613,0.00744980003219;0.0066855000332;0.00869579997379,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,10000,239,17,2390000,0.006484699959401041,368.559843163623,1.5420913939900542,0.0064846999594;0.00624630000675;0.007664499979,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,100000,239,17,23900000,0.5307103999657556,45.033977102280566,0.18842668243632035,0.530710399966;0.540946599969;0.46839330002,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,100000,239,17,23900000,0.526963300013449,45.35420208464238,0.18976653591900577,0.415799500013;0.528632200032;0.526963300013,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,100000,239,17,23900000,0.07757500000298023,308.08894616927904,1.2890750885743896,0.102779600013;0.077575000003;0.0713614999549,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,100000,239,17,23900000,0.14404749998357147,165.91749251271824,0.6942154498440094,0.144047499984;0.146070699964;0.143984100025,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
ebch_256_239_r17,parity,NaiveGF2Kernel.apply_many,vectorization-overhead reference only,unpacked,1000000,239,17,239000000,5.329539900005329,44.844396417739745,0.1876334578148106,4.8850136;5.34419490001;5.32953990001,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,not a headline baseline
ebch_256_239_r17,parity,PackedBatchGF2Kernel.apply_many,fair vectorized baseline,unpacked,1000000,239,17,239000000,5.320029599999543,44.92456207386901,0.18796887897016323,5.10539129999;5.3200296;5.41055550001,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,same-task vectorized baseline
ebch_256_239_r17,parity,galois.GF2_matmul,third-party verified same-task baseline,unpacked,1000000,239,17,239000000,0.9476294000050984,252.20829999440093,1.0552648535330582,0.879544500029;0.956883899984;0.947629400005,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,galois output matched PackedBatchGF2Kernel before timing
ebch_256_239_r17,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,packed,1000000,239,17,239000000,1.6032365999999456,149.07344305887736,0.6237382554764742,1.6032366;1.56029659999;1.75656940002,1,3,8,32,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,20260728,vectorized packed LUT path; not BlockLUTKernel.apply_many
