profile,task,backend,baseline_role,batch_size,input_width,output_width,processed_bits,block_width,packed_word_bits,chunked_online,chunk_size,build_init_s,exactness_elapsed_s,timing_elapsed_s,elapsed_s,median_runtime_s,min_runtime_s,max_runtime_s,cv,throughput_Mbit_s,throughput_Mcodeword_s,samples_s,warmups,repeats,correctness_passed,timed,galois_available,galois_version,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes,round_index,probe_iterations,probe_before_ns_per_iter,probe_after_ns_per_iter,probe_ns_per_iter,throughput_norm_Mbit_s,normalization_note,normalization_reference_probe_ns_per_iter
bch_255_239_r16,parity,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,1000,239,16,239000,,16,False,1000,2.5374969999538735,0.01123230007942766,0.1861854000017047,0.19781649997457862,0.005235299933701754,0.005165099981240928,0.0053146000718697906,0.010821721063227523,45.65163467740594,0.19101102375483658,0.00516509998124;0.0052352999337;0.00531460007187;0.00525559997186;0.00520050001796,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,45.65163467740593,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,1000,239,16,239000,14,16,False,1000,2.5374969999538735,0.005778499995358288,0.011988500016741455,0.01814659999217838,0.0003367000026628375,0.00033009995240718126,0.0003405000315979123,0.012645379403355481,709.8307042169176,2.9700029465143,0.000336700002663;0.000330099952407;0.000331799965352;0.000340500031598;0.00033720000647,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,709.8307042169176,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,galois_per_codeword,"naive library-call baseline, per-codeword",10000,239,16,2390000,,16,False,10000,2.5374969999538735,0.6336117000319064,0.0,0.6367266000015661,0.0,0.0,0.0,0.0,0.0,0.0,,30,5,True,False,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword bch.encode; skipped timing above backend max_batch_size=1000",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,0.0,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,10000,239,16,2390000,,16,False,10000,2.5374969999538735,0.10374019993469119,1.825359300011769,1.9322666000807658,0.052473400020971894,0.04836310003884137,0.053958100033923984,0.04152332613847696,45.5468865948232,0.19057274725867446,0.0483631000388;0.0531671000645;0.052473400021;0.052120499895;0.0539581000339,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,45.5468865948232,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,10000,239,16,2390000,14,16,False,10000,2.5374969999538735,0.06185559998266399,0.26784890005365014,0.33266670000739396,0.007866299943998456,0.007056399947032332,0.008549500023946166,0.07975700322081401,303.8277229465977,1.2712457027054298,0.00854950002395;0.00716790009756;0.007866299944;0.00705639994703;0.00797030003741,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,303.8277229465977,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,galois_per_codeword,"naive library-call baseline, per-codeword",100000,239,16,23900000,,16,False,100000,2.5374969999538735,6.4252299999352545,0.0,6.456729499972425,0.0,0.0,0.0,0.0,0.0,0.0,,30,5,True,False,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword bch.encode; skipped timing above backend max_batch_size=1000",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,0.0,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,100000,239,16,23900000,,16,False,100000,2.5374969999538735,1.0320633000228554,18.888874899945222,19.952255700016394,0.5597354000201449,0.5398770999163389,0.5802438000682741,0.027987690629437185,42.698746584796744,0.1786558434510324,0.55973540002;0.580243800068;0.573387100012;0.556317400071;0.539877099916,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,42.698746584796744,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,100000,239,16,23900000,14,16,False,100000,2.5374969999538735,0.6716748001053929,3.4286371000343934,4.132234300021082,0.09609079989604652,0.09450290002860129,0.09873440000228584,0.01925656952375693,248.7230830199731,1.040682355732105,0.096090799896;0.0983591000549;0.0953602000372;0.0945029000286;0.0987344000023,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,248.7230830199731,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",1,255,16,255,,16,False,1,2.5374969999538735,0.0002723999787122011,0.002309400006197393,0.0026936000213027,5.8299978263676167e-05,5.64999645575881e-05,5.879998207092285e-05,0.019074144550063402,4.373929589590909,0.01715266505721925,5.84999797866e-05;5.82999782637e-05;5.87999820709e-05;5.64999645576e-05;5.66000817344e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,4.373929589590909,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,1,255,16,255,,16,False,1,2.5374969999538735,5.309993866831064e-05,0.00041450001299381256,0.0005451999604701996,1.1899974197149277e-05,1.1699972674250603e-05,1.1999974958598614e-05,0.00961455814317027,21.428617892388967,0.08403379565642732,1.19999749586e-05;1.19000906125e-05;1.16999726743e-05;1.18999741971e-05;1.17999734357e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,21.428617892388967,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,1,255,16,255,14,16,False,1,2.5374969999538735,9.959994349628687e-05,0.0015569000970572233,0.0017084999708458781,4.339998122304678e-05,4.330009687691927e-05,4.379998426884413e-05,0.004597066655453203,5.875578578927745,0.02304148462324606,4.37999842688e-05;4.35999827459e-05;4.3399981223e-05;4.3399981223e-05;4.33000968769e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,5.875578578927744,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",10,255,16,2550,,16,False,10,2.5374969999538735,0.0006060999585315585,0.013526100083254278,0.014239100040867925,0.0003622999647632241,0.0003594000590965152,0.0003958999877795577,0.04117759419627268,7.038366679573142,0.02760143795911036,0.000359400059097;0.000362299964763;0.000362199964002;0.00039589998778;0.000376200070605,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,7.038366679573142,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,10,255,16,2550,,16,False,10,2.5374969999538735,0.00016400008462369442,0.002607000060379505,0.002887899987399578,6.62999227643013e-05,6.500002928078175e-05,6.679992657154799e-05,0.011089152358184839,38.46158326707778,0.1508297383022658,6.67999265715e-05;6.50000292808e-05;6.57000346109e-05;6.62999227643e-05;6.6600041464e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,38.46158326707778,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,10,255,16,2550,14,16,False,10,2.5374969999538735,0.00017570005729794502,0.0014993000077083707,0.0017585000023245811,4.2599975131452084e-05,4.1199964471161366e-05,4.290009383112192e-05,0.01674345013351943,59.85918987350074,0.23474192107255193,4.29000938311e-05;4.25999751315e-05;4.21999720857e-05;4.28999774158e-05;4.11999644712e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,59.85918987350074,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",100,255,16,25500,,16,False,100,2.5374969999538735,0.004060000064782798,0.12258830002974719,0.12678609997965395,0.0033283999655395746,0.003184499917551875,0.004012500052340329,0.09888823344261509,7.661338860717762,0.03004446612046181,0.00318449991755;0.00323210004717;0.00332839996554;0.00401250005234;0.00360970001202,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,7.661338860717762,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,100,255,16,25500,,16,False,100,2.5374969999538735,0.0013506000395864248,0.02157489990349859,0.02307440002914518,0.0005810000002384186,0.0005719000473618507,0.0005868000444024801,0.010430366415790768,43.88984507665378,0.17211703951628934,0.000580699997954;0.000586599926464;0.000581000000238;0.000571900047362;0.000586800044402,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,43.88984507665378,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,100,255,16,25500,14,16,False,100,2.5374969999538735,0.0007382000330835581,0.002671399968676269,0.0035476000048220158,7.370009552687407e-05,7.349997758865356e-05,7.449998520314693e-05,0.005610342620932402,345.99683782908613,1.3568503444277886,7.44999852031e-05;7.37000955269e-05;7.41999829188e-05;7.34999775887e-05;7.36999791116e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,345.99683782908613,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",1000,255,16,255000,,16,False,1000,2.5374969999538735,0.042496300069615245,1.2617074000881985,1.3046907000243664,0.03601160005200654,0.03314810001756996,0.03733479999937117,0.043055549845318945,7.081051650905236,0.027768830003549946,0.0373347999994;0.0331481000176;0.0360525000142;0.0355077999411;0.036011600052,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,7.081051650905236,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,1000,255,16,255000,,16,False,1000,2.5374969999538735,0.01334489998407662,0.22786199999973178,0.24165969993919134,0.0066380000207573175,0.0059772999957203865,0.00676789996214211,0.049146175536496764,38.41518517665017,0.15064778500647125,0.00666890002321;0.00597729999572;0.00637810002081;0.00676789996214;0.00663800002076,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,38.41518517665017,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,1000,255,16,255000,14,16,False,1000,2.5374969999538735,0.006478399969637394,0.014853999949991703,0.021768699982203543,0.00043240003287792206,0.00041790003888309,0.0004504000535234809,0.030894067507727555,589.7316850389631,2.3126732746626004,0.000432400032878;0.000450400053523;0.000441999989562;0.000422799959779;0.000417900038883,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,589.7316850389631,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",10000,255,16,2550000,,16,False,10000,2.5374969999538735,0.4108688000123948,0.0,0.41425530007109046,0.0,0.0,0.0,0.0,0.0,0.0,,30,5,True,False,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; skipped timing above backend max_batch_size=1000",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,0.0,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,10000,255,16,2550000,,16,False,10000,2.5374969999538735,0.12221709999721497,2.1495495999697596,2.2749812999973074,0.06275789998471737,0.0463840999873355,0.06377839995548129,0.12350719732169882,40.63233474384849,0.1593424891915627,0.0637783999555;0.0627578999847;0.0603157000151;0.0631041000597;0.0463840999873,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,40.63233474384849,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,10000,255,16,2550000,14,16,False,10000,2.5374969999538735,0.06198190001305193,0.3290819999529049,0.3946310000028461,0.009054300026036799,0.008990800008177757,0.009602800011634827,0.027849438142452936,281.6341398746616,1.104447607351614,0.00905430002604;0.0090108999284;0.00899080000818;0.00960280001163;0.00922879995778,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,281.6341398746616,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",100000,255,16,25500000,,16,False,100000,2.5374969999538735,4.477148400037549,0.0,4.515263899927959,0.0,0.0,0.0,0.0,0.0,0.0,,30,5,True,False,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; skipped timing above backend max_batch_size=1000",0,50000,90.42399935424328,95.37599980831146,92.89999958127737,0.0,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,100000,255,16,25500000,,16,False,100000,2.5374969999538735,1.272050500032492,20.24275299999863,21.548462699982338,0.5686316998908296,0.5549707000609487,0.6189240999519825,0.04377939315784519,44.84449249821227,0.17586075489495007,0.570393199916;0.618924099952;0.554970700061;0.562989900005;0.568631699891,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,44.844492498212276,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,100000,255,16,25500000,14,16,False,100000,2.5374969999538735,0.6646594000048935,3.390240599983372,4.0853920000372455,0.10140799998771399,0.09724709996953607,0.11696659994777292,0.0770684443928838,251.45945096135839,0.9861154939661113,0.0988510999596;0.116966599948;0.107591900043;0.101407999988;0.0972470999695,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep,0,50000,90.42399935424328,95.37599980831146,92.89999958127737,251.45945096135839,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,galois_per_codeword,"naive library-call baseline, per-codeword",1,239,16,239,,16,False,1,2.5374969999538735,0.0002617998979985714,0.0021516000851988792,0.0025046999799087644,5.779997445642948e-05,5.75000885874033e-05,5.8699981309473515e-05,0.00979165351505575,4.134949924245415,0.01730104570813981,5.77999744564e-05;5.86999813095e-05;5.8599980548e-05;5.75999729335e-05;5.75000885874e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword bch.encode",1,50000,97.12399914860725,172.87800088524818,135.00100001692772,6.00885228535084,throughput scaled by row_probe/reference_probe,92.89999958127737
bch_255_239_r16,parity,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,1,239,16,239,,16,False,1,2.5374969999538735,7.369997911155224e-05,0.00036150007508695126,0.0005788999842479825,1.0299962013959885e-05,9.999959729611874e-06,1.0400079190731049e-05,0.01834615935656074,23.20396907057281,0.09708773669695736,1.0299962014e-05;1.04000791907e-05;9.99995972961e-06;9.99995972961e-06;1.03000784293e-05,30,5,True,True,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA,1,50000,97.12399914860725,172.87800088524818,135.00100001692772,33.71968829933678,throughput scaled by row_probe/reference_probe,92.89999958127737
