backend,points,total_common_table_init_sec,total_external_backend_init_sec,total_point_wall_sec,total_wall_with_common_init_sec,total_elapsed_sec,total_codec_init_sec,total_decode_sec,total_blocks,total_emitted_blocks
syndrome_lut,1,2.3370097000151873,0.0,81.63310670002829,83.97011640004348,81.63152280007489,6.854225800023414,137.34838239883538,7248,6040
block_lut,1,2.3370097000151873,0.007820200058631599,76.15951550006866,78.49652520008385,76.14960260002408,7.675537699949928,125.4329712985782,7248,6040
ratio_syndrome_lut_over_block_lut,1,,,1.0718700895616213,1.0697303630448318,,,1.0949942505299821,,
