backend,points,total_common_table_init_sec,total_external_backend_init_sec,total_point_wall_sec,total_wall_with_common_init_sec,total_elapsed_sec,total_codec_init_sec,total_decode_sec,total_blocks,total_emitted_blocks
syndrome_lut,2,5.379749499959871,0.0,1853.8872315000044,1859.2669809999643,1853.8858667999739,0.00332469999557361,1613.7140862941742,120000,119800
block_lut,2,5.2728918000357226,0.01600880001205951,1734.8167729999986,1740.0896648000344,1734.7989512999775,0.003029200015589595,1503.5729119005846,120000,119800
ratio_syndrome_lut_over_block_lut,2,,,1.068635754710913,1.0684891811098858,,,1.0732529653346616,,
