preset,code_profile,cache_profile,workload_type,batch_size,density_or_weight,output_mode,selected_backend,selected_block_width,oracle_best_backend,oracle_best_block_width,selection_reason,lut_bytes,fits_l1,fits_l2,fits_l3,uses_lut,cache_fit_applicable,mean_selected_latency_us,mean_oracle_best_latency_us,mean_planner_over_oracle,correctness_all_true,num_rows
paper,synthetic_511_r32,small_l2_profile,component_decode_batch,16384,density=0.02,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,6,component decode batch batch_size=16384 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,61750.5285606,61750.5285606,1,True,1
paper,synthetic_511_r32,small_l2_profile,component_decode_batch,256,density=0.02,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,12,component decode batch batch_size=256 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,905.942861989,774.271428652,1.1700584943,True,1
paper,synthetic_511_r32,small_l2_profile,component_decode_batch,4,density=0.02,unpacked,PackedBatchGF2Kernel,0,PackedBlockLUTKernel,12,small component decode batch batch_size=4 avoids LUT setup/mask overhead,0,False,False,False,False,False,127.814286056,108.185714842,1.18143403907,True,1
paper,synthetic_511_r32,small_l2_profile,component_decode_batch,4096,density=0.02,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,12,component decode batch batch_size=4096 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,14000.8285692,13542.2285696,1.03386444094,True,1
paper,synthetic_511_r32,small_l2_profile,component_decode_batch,64,density=0.02,unpacked,PackedBlockLUTKernel,12,PackedBlockLUTKernel,12,component decode batch batch_size=64 uses packed LUT because selected table fits L3; unpacked output does not force vectorized fallback,688640,False,False,True,True,True,298.88572005,298.88572005,1,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,1,density=0.5,unpacked,PackedBatchGF2Kernel,0,NaiveGF2Kernel,0,small dense batch batch_size=1 avoids LUT setup/mask overhead,0,False,False,False,False,False,31.9999942024,30.7142867574,1.04186024097,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,1024,density=0.5,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,10,dense batch batch_size=1024 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,1143.67142253,967.385713011,1.1822289777,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,16,density=0.5,unpacked,PackedBlockLUTKernel,12,PackedBlockLUTKernel,12,dense batch batch_size=16 uses packed LUT because selected table fits L3; unpacked output does not force vectorized fallback,688640,False,False,True,True,True,115.957144382,115.957144382,1,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,16384,density=0.5,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,6,dense batch batch_size=16384 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,20271.242854,20271.242854,1,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,256,density=0.5,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,12,dense batch batch_size=256 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,408.614278838,310.985720716,1.31393260725,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,4,density=0.5,unpacked,PackedBatchGF2Kernel,0,PackedBlockLUTKernel,12,small dense batch batch_size=4 avoids LUT setup/mask overhead,0,False,False,False,False,False,106.14285046,89.8428510741,1.18142789538,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,4096,density=0.5,unpacked,PackedBlockLUTKernel,6,PackedBlockLUTKernel,10,dense batch batch_size=4096 uses packed LUT because selected table fits L2; unpacked output does not force vectorized fallback,21768,True,True,True,True,True,4752.20000538,4136.84286676,1.14875042597,True,1
paper,synthetic_511_r32,small_l2_profile,dense_batch,64,density=0.5,unpacked,PackedBlockLUTKernel,12,PackedBlockLUTKernel,12,dense batch batch_size=64 uses packed LUT because selected table fits L3; unpacked output does not force vectorized fallback,688640,False,False,True,True,True,119.328565363,119.328565363,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,1,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,9.04285947659,9.04285947659,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,1024,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,85.2999926013,85.2999926013,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,16,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,11.8857133202,11.8857133202,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,16384,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,1982.05713449,1982.05713449,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,256,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,30.1714337963,30.1714337963,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,4,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,11.1714304824,11.1714304824,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,4096,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,316.057146327,316.057146327,1,True,1
paper,synthetic_511_r32,small_l2_profile,event_update,64,flip_count=2,unpacked,EventUpdateKernel,0,EventUpdateKernel,0,event update workload uses incremental syndrome updates,0,False,False,False,False,False,17.8428516457,17.8428516457,1,True,1
paper,synthetic_511_r32,small_l2_profile,sparse_single,1,weight=2,unpacked,SparseXorKernel,0,SparseXorKernel,0,sparse single input hamming_weight=2 <= 8,0,False,False,False,False,False,7.45714143185,7.45714143185,1,True,1
